review_index,score,content_preview,detected_problems,keywords_found,problem_count
294,1,tingkatkan bug perbaiki yang kurang karena menyangkut pelayanan publik agar tidak mengecewakan karen...,['Crashes_Errors'],['bug'],1
295,1,kacau kacau .. email sm password udh benar knpa gk bisa login ? dlu udh ubah password skrng logout o...,['Login_Authentication'],"['login', 'password', 'gabisa login']",1
296,1,"aplikasi ini ada untuk kelihatan kerja aja kah? setiap kali pencet pelatihan, ngarah ke web dan hasi...",['Other_Issues'],[],1
297,1,sudah berulang kali verifikasi akun nama ibu kandung tapj masih tetap tidak bisa.. tolong di pelihar...,"['Login_Authentication', 'Performance_Speed', 'Installation_Update']","['akun', 'lag', 'update']",3
298,1,"tidak bisa verifikasi saat pendaftaran, nik sudah terdaftar padahal sebelumnya tidak pernah akses ap...",['Other_Issues'],[],1
299,1,"aplikasi norak gak guna cuma formalitas, buat ada korup anggaran. gak niat bantu masyarakat, malah m...","['Customer_Service', 'Installation_Update']","['bantuan', 'update', 'download']",2
300,1,"hadeuhh katanya mau ngatasin pengangguran, mau ikut pelatihan biar dapet bimbingan bisa kerja malah ...",['Performance_Speed'],['lag'],1
301,1,fitur alamat tidak lengkap kabupaten kota ada kecamatannya enggak ada. aplikasi yg kurang baik dan r...,['Features_Functionality'],"['fitur', 'gak ada']",1
302,1,maaf knpa pas aktivasi akun kode verivikasi tidak muncul dan tolong dipermudah lagi. dan beberapa ka...,"['Login_Authentication', 'Performance_Speed']","['akun', 'lag']",2
303,1,"aplikasi rusak, baru klaim ke tiga status sudah berubah telah bekerja kembali,cs sulit dihubungi.pel...","['Crashes_Errors', 'Customer_Service']","['rusak', 'cs']",2
304,1,"saya penerima manfaat jkp seharusnya, ketika hendak mencairkan jkp yang ke-2 dua bulan yg lalu tertu...","['Performance_Speed', 'Crashes_Errors']","['lag', 'error']",2
305,1,ini gimana sih. mau daftar akun pas mau verifikasi nama orang tua malah keluar notif no hp anda suda...,"['Login_Authentication', 'Installation_Update']","['akun', 'download']",2
306,1,"aplikasi pemerintah kualitas sampah ,lemot amat padahal jaringan bagus , 15 loading masih blm bisa m...","['Login_Authentication', 'Performance_Speed', 'Network_Connection']","['masuk', 'lemot', 'loading', 'jaringan']",3
307,1,"aplikasi yang tidak di development dengan baik. mau klaim tidak bisa, ciri khas aplikasi yang dikelu...",['Other_Issues'],[],1
308,1,"ini gimana mau klaim jkp ditolak terus, udh nyoba beberapa kali tetep aja gak ada hasil padahal doku...",['Features_Functionality'],['gak ada'],1
309,1,"app gk guna, mau daftar pelatihan di app malah di kembalikan ke website kemnaker, udah gitu gk kelua...",['Other_Issues'],[],1
310,1,"kgk jelas, mencet skill hub harus ke web, trs gunanya nih aplikasi buat apa coba. web ny sering eror...",['Other_Issues'],[],1
311,1,"aplikasi nya gabisa d pke, website sama aja. jkp sy kadaluwarsa grgr assesment loading trs pdhl jari...","['Performance_Speed', 'Network_Connection', 'Features_Functionality']","['loading', 'jaringan', 'hilang']",3
312,1,"aplikasi kardus akses susah banget ,banyak bug error daftar jadi tambah susah mending di fixs in bar...",['Crashes_Errors'],"['error', 'bug']",1
313,1,"sangat mengecewakan, udah berkali"" daftar ttp gak bisa, udh gnti akun & pw ttp gk bisa masuk dengan ...",['Login_Authentication'],"['masuk', 'akun']",1
314,1,"aplikasi gimmick pemerintah, ujung²nya masuk website + milih salah satu pelatihan mental ke halaman ...",['Login_Authentication'],['masuk'],1
315,1,yakin adanya aplikasi ini bisa ngurangin pengangguran? nyatanya itu banyak aplikasi swasta yg serupa...,['Other_Issues'],[],1
316,1,"kaga bisa dipake, tiap klik menu lngsung masuk ke web lagi, percuma instal aplikasi kalo ujungnya ke...","['Login_Authentication', 'Performance_Speed', 'User_Interface']","['masuk', 'lag', 'menu']",3
317,1,ini emang hp gua yang kentang atau emang aplikasinya kok mau uplod foto ktp dll selalu kembali ke br...,['Other_Issues'],[],1
318,1,"aplikasi sampah ga guna, buka di website disuruh buka di aplikasi,giliran dah buka di aplikasi setia...",['User_Interface'],['menu'],1
319,1,ini gimn y klaim ke 2 udah menyelesaikan misi semua diketerangan y dalam proses tapi kok tiba2 diriw...,"['Login_Authentication', 'Notification_Alerts']","['masuk', 'pemberitahuan']",2
320,1,ini kenapa ya saya mau daftar semuanya sudah di isi dengan benar tapi nomor ktp sudah terdaftar pada...,['Other_Issues'],[],1
321,1,aplikasi ga jelas kode otp aja ga di kirim kirim najis bnget nih aplikasi bukanya di permudah buat d...,['Other_Issues'],[],1
322,1,gak bisa daftar dan selalu gagal ini gimana sihh susah bgt buat daftar login nya,"['Login_Authentication', 'Crashes_Errors']","['login', 'gagal']",2
323,1,"mau ikut pelatihan susah banget, nge lag, ini lah yang membuat masyarakat malas untuk download app p...","['Performance_Speed', 'Installation_Update']","['lag', 'download']",2
324,1,ingin mengembangkan skill tapi aplikasi tidak proper sehingga tidak bisa mendaftar,['Other_Issues'],[],1
325,1,"aplikasi jelek dan gak jelas, kode otp gak bisa ke kirim terus haduhhh kacau",['Other_Issues'],[],1
326,1,tolong siap kerja ini kenapa ya pengajuan klaim yg ke 6 kok lama banget biasanya paling lambat 3 har...,"['Performance_Speed', 'Payment_Transaction']","['lambat', 'transfer']",2
327,1,aplikasi nya jelek gak bisa di buka sekali nya bisa di buka ngebug,['Crashes_Errors'],['bug'],1
328,1,"layanan sangat buruk, server sering down sehingga untuk klaim gagal terus",['Crashes_Errors'],['gagal'],1
329,1,"aplikasinya perlu banyak perbaikan, dan sangat kurang diperhatikan",['Other_Issues'],[],1
330,1,kenapa pas ngisi keahlian ga bisa bisa ya padahal sinyal bagus dan yg lainnya sudah terisi tinggal k...,['Network_Connection'],['sinyal'],1
331,1,"taik ini apk untuk apa y, ada penawaran pelatihan tpi dftar ga bisa, ada loker + berita tapi kadalua...",['Other_Issues'],[],1
332,1,ini kenapa ya apknya gak bisa login apa lgi eror padhal jaringan lancar² aja,"['Login_Authentication', 'Network_Connection']","['login', 'jaringan']",2
333,1,"min tolong kode otp nya ga pernah masuk, tolong banget perbaiki sekarang",['Login_Authentication'],['masuk'],1
334,1,belum pernah mendaftar tapi tiba sudah ad dah gk bisa masuk,['Login_Authentication'],['masuk'],1
335,1,"ini apk buat apaan bijik kalo ujung ujungnya disuruh ke web, udah gitu lag banget lagi apk nya",['Performance_Speed'],['lag'],1
336,1,masih problematik dan tidak digubris sama sekali sampe ga tau solusi ngatasin nih sistem informasi. ...,['Other_Issues'],[],1
337,1,"g bisa bi buka2 wehhh,,,udah beberapa kali download tetep g bisa2 sampe cape,,,coba sih bikin aplika...",['Installation_Update'],['download'],1
338,1,seharusnya aplikasi ini mudah di akses oleh rakyat yng sedang cari kerja kenyataannya tidak bisa di ...,['Other_Issues'],[],1
339,1,"lemot sekali ini aplikasi, perbaikan bagian cari lokernya",['Performance_Speed'],['lemot'],1
340,1,"ubah password aja error mulu, lambat bangetttt","['Login_Authentication', 'Performance_Speed', 'Crashes_Errors']","['password', 'lambat', 'error']",3
341,1,"udah login..kata email dan pasword bener,kenapa malah ga bisa login dan kata sandinya ko jadi salah....",['Login_Authentication'],"['login', 'sandi']",1
342,1,"loker tidak ada diperbaharui. melamar juga diarahkan ke browser, tidak lewat aplikasi ini ternyata.","['User_Interface', 'Features_Functionality']","['ui', 'tidak ada']",2
343,1,"misi buat cari lokernya loading terus, gimana mau cari loker kalau gini.. hadeh",['Performance_Speed'],['loading'],1
344,1,"aplikasi pemerintahh malah bikin susah rakyat ribet semua nya susah , tolong benerin dong aplikasi p...",['Other_Issues'],[],1
345,1,"buat ak1 sampe berjam jam ,layanan sekelas pemerintah begini amat, daftar online ada gangguan knp ga...",['Other_Issues'],[],1
346,1,asli aplikasinya jelek banget ! lemot banget ! ga bjsa memperbarui data atay edit profil !,"['Performance_Speed', 'User_Interface', 'Data_Sync']","['lemot', 'ui', 'data']",3
347,1,tidak sesuai ekspektasi saya .apk ini ga bisa merubah nomer at email yang tidak aktif g ad solusinya,['Other_Issues'],[],1
348,1,"saya mau daftar, tapi pas verifikasi data ibu kandung kok gak bisa... apa karena ibu saya udah gak a...","['Login_Authentication', 'Features_Functionality', 'Data_Sync']","['masuk', 'gak ada', 'data']",3
349,1,aplikasi lemot gak bisa di gunakan susah nya cari kerja di kota sendiri,['Performance_Speed'],['lemot'],1
350,1,"mau daftar aja susah, kode otp ga muncul2, parah",['Other_Issues'],[],1
351,1,"ga bisa login karena no hp sudah tidak aktiv, ga bisa cara lain yah untuk kirim kode otp, masa harus...","['Login_Authentication', 'Customer_Service']","['login', 'bantuan']",2
352,1,harusnya skrg klaim manfaat ke 6...tapi begitu buka aplikasi...klaim di undur bulan ke 7.....aneh......,['Other_Issues'],[],1
353,1,aplikasinya jelek banget ga bisa kebuka tiap mau masuk pasti langsung keluar sendiri,"['Login_Authentication', 'Crashes_Errors']","['masuk', 'keluar sendiri']",2
354,1,"ini aplikasi baru daftar sesuai nik aja gabisa hadehhh, gimana mau daftar udah sesuai nik sama kk te...",['Other_Issues'],[],1
355,1,"aplikasi ga jelas, mau reset password musti pake nomor lama, mana nomor lama hilang pula, ga ada car...","['Login_Authentication', 'Features_Functionality']","['password', 'hilang', 'ga ada']",2
356,1,kocak! ke log out sendiri pas relogin malah salah email atau password sedangkan di web bisa bisa aja...,['Login_Authentication'],"['login', 'password']",1
357,1,"aplikasi sampah, email dan password bisa masuk di browser. lahh ini di app gak mau",['Login_Authentication'],"['masuk', 'password']",1
358,1,"nih aplikasi malah stuck di loading screen, dah ku tunggu-tunggu belom masuk juga ke aplikasinya. mo...","['Login_Authentication', 'Performance_Speed']","['masuk', 'loading', 'stuck']",2
359,1,"aplikasi nya ribet.. lumayan memepersulit rakyat, kenapa ga dibikin simple aja. noh presiden nya sen...",['Other_Issues'],[],1
360,1,"ada yang sama ngalamin ngga "" di aplikasi siap kerja, keterangan nya saya sudah bekerja, padahal say...",['Performance_Speed'],['lag'],1
361,1,tidak bisa masuk halaman utama. hanya stak bagian loading awal saja. padahal koneksi aman.,"['Login_Authentication', 'Performance_Speed', 'Network_Connection']","['masuk', 'tidak bisa masuk', 'loading', 'koneksi']",3
362,1,"aplikasi buruk mau di website nya juga sama aja lemot bikin kesel doang nih, yang bikin aplikasi yan...",['Performance_Speed'],['lemot'],1
363,1,"aplikasi nya error', lain diklik lain yang muncul, sirkuitnya tidak benar","['Crashes_Errors', 'User_Interface']","['error', 'ui']",2
364,1,"mau perbarui data diri tapi selalu ada tulisan jam akses tidak sesuai, udah beberapa kali dicoba","['User_Interface', 'Data_Sync']","['ui', 'data']",2
365,1,"aplikasi tidak bisa di gunakan maksimal. semua registrasi via apl,tapi apl ga fungsi",['Features_Functionality'],['fungsi'],1
366,1,"mau klaim jkp, pas ambil foto kameranya malah error. begini amat aplikasi government. mengecewakan!",['Crashes_Errors'],['error'],1
367,1,aplikasi gak berguna!!!!! mau klaim tahap ke 2 sudah ada pemberitahuan sudah bekerja padahal masih n...,['Notification_Alerts'],['pemberitahuan'],1
368,1,aplikasi sampah makin kesini makin kayak sampah verifikasi wajah sllu bermalasah. data yg disimpan b...,"['Features_Functionality', 'Data_Sync']","['hilang', 'data']",2
369,1,aplikasi apaan ini lngsung ga bisa di buka sama hp..buat malu negara aja.buat apa aplikasi buat apa ...,['Other_Issues'],[],1
370,1,aplikasi ga jelas.buat akun tinggal verifikasi pake nama ibu salah mulu.kalo gabisa bikin aplikasi b...,['Login_Authentication'],['akun'],1
371,1,"aplikasi gak guna sampah,ambil jkp uang sendiri potongan perbulan, malah dipersulit dan ini dan itu ...",['Features_Functionality'],['gak ada'],1
372,1,knpa kode otp ku ga mask2 buat verifikasi??????aduh gmna si ini padahl nomor nya mash aktif udh semi...,"['Login_Authentication', 'Performance_Speed']","['masuk', 'lag']",2
373,1,"haduhhh masih sering lag, lgi edit profil buka jendela ngulang lgi, lemot lgi.",['Performance_Speed'],"['lemot', 'lag']",1
374,1,"untuk pencairan jkp tahap 6 kok lama sekali , sudah 1 bulan belum cair juga, di emailnya juga belum ...",['Other_Issues'],[],1
375,1,"tolong dong nganti email lama yang sudah kereset permanen, nomer telepon lama yang sudah tidak aktif",['Other_Issues'],[],1
376,1,aplikasi gak guna. dari jmo mau klaim manfaat jkp diarahkan ke aplikasi ini. saat mau klaim jkp di a...,['Performance_Speed'],['lag'],1
377,1,"baru mau daftar saja kode otp nya sulit banget di dapat , ini aplikasi apaankah bukannya mempermudah...",['Other_Issues'],[],1
378,1,"it nya sekelas anak sd mungkin, aplikasi pemerintah tapi sering eror.. foto selfi ratusan kali tak t...",['Other_Issues'],[],1
379,1,"apk tidak jelas,mau daftar aja yang belum punya akun aja katanya akun sudah terdaftar memang tidak j...",['Login_Authentication'],['akun'],1
380,1,tolong diperbaiki masalah verifikasi klaim jkp. tolong diberi penjelasan apa alasannya jika gagal ve...,['Crashes_Errors'],['gagal'],1
381,1,buset dh yg bikin aplikasinya mantep bgt sampai ga bisa kebuka diem terus boro2 buat login....aduh y...,['Login_Authentication'],['login'],1
382,1,"tolong dong, mau input data aja muter"" mulu keterangan menyiapkan profil di tunggu sampe berjam-jam ...",['Data_Sync'],['data'],1
383,1,"aplikasi jelek. gk ada kode otp, udh ditungguin berhari hari nggak ada sms atau email masuk. dasaarr...","['Login_Authentication', 'User_Interface', 'Features_Functionality']","['masuk', 'ui', 'gak ada']",3
384,1,"kok kose otp nya ga masuk ya, udah diulang berkali kali tetap ga masuk di sms kode otp nya",['Login_Authentication'],['masuk'],1
385,1,"aplikasi pemerintah kok gini amat, mau ngedit profil gak bisa akhirnya gak bisa klaim jkp.",['Other_Issues'],[],1
386,1,cuihh.. cuma bisa 3x klaim jkp doang abis itu mau klaim lagi malah error.. kebanyakan korup🤮,"['Performance_Speed', 'Crashes_Errors', 'User_Interface']","['lag', 'error', 'ui']",3
387,1,"mau daftar tidak bisa,nomor nik dan nama ibu kandung sudah di isi dengan benar,tetap tidak bisa daft...",['Login_Authentication'],['masuk'],1
388,1,aplikasi aneh ga aplikasi ga web resmi sama aja minta otp kirim ke hp tapi ga masuk masuk pdahal nom...,['Login_Authentication'],['masuk'],1
389,1,"aplikasi macam ap, lemot login wae susah, database kerja yg bener lu gk maen game mulu.","['Login_Authentication', 'Performance_Speed', 'Data_Sync']","['login', 'lemot', 'data']",3
390,1,aplikasi buruk. kirim email juga ndak ada jawaban.. buruk respon atau untuk hubungi admin agar dapat...,['Other_Issues'],[],1
391,1,"aplikasi ngelek ngelek parahh gabisa kebuka sama sekali min,tolong di upgred lagi biar lebih oke",['Performance_Speed'],['lag'],1
392,1,ini aplikasinya macam mana ya ... mau ngajukan lamaran kerja malah error ..bukan mempermudah malah m...,['Crashes_Errors'],['error'],1
393,1,aplikasi mudah ngbntu bgt tp dr hasil pngerjaan asesmen trs loading tdk kluar hasil pdhl sudh bbrapa...,"['Performance_Speed', 'User_Interface']","['loading', 'menu']",2
394,1,"udsh nungguin otp hampir 30 menit masih belum muncul,udah ganti ke no lain tetap sama!",['User_Interface'],['ui'],1
395,1,"agak aneh. aplikasi hiburan, dibuat hanya sebagai formalitas belaka. tanpa dampak",['Other_Issues'],[],1
396,1,daftar aja belom pernah . malah ktp sudah terdaftar ... aneh jadi gak bisa login,['Login_Authentication'],['login'],1
397,1,"kalo belum siap membuat app jangan dipaksakan, kami para pencari kerja didalam persyaratan harus ter...",['Other_Issues'],[],1
398,1,ini kenapa yaa pas di buka apk nya malah keluar layar putih doang tolong dong di perbaiki lagi,['Performance_Speed'],['lag'],1
399,1,"kenapa ya setiap buka pelatihan apapun kok malah masuk ke website, trs guna aplikasiny ini apa toh :...",['Login_Authentication'],['masuk'],1
400,1,"klik skill hub ko malah pindah ke chrome terus fungsi apk ini apa,kalo gitu langsung di web chrome a...","['Features_Functionality', 'Installation_Update']","['fungsi', 'download']",2
401,1,"jangan download percuma , bukan nya di buat mudah cari kerja malah di buat susah di otp nya",['Installation_Update'],['download'],1
402,1,"benerin bug nya woii bnyak yang susah akses, malah di alihin ke web browser, payah!!!",['Crashes_Errors'],['bug'],1
403,1,kacau gini aplikasi ga bisa claim dan verifikasi lama lama bisa hangus otomatis duit nya masuk kanto...,"['Login_Authentication', 'Performance_Speed', 'User_Interface']","['masuk', 'hang', 'ui']",3
404,1,"tolong bapak ibu, ketika ada email pengaduan masuk, cepat ditanggapi. karena tidak semua orang bisa ...",['Login_Authentication'],['masuk'],1
405,1,"lupa password, mau diganti kode otp nya tidak pernah dikirim, bapuk bgt aplikasi",['Login_Authentication'],"['password', 'lupa password']",1
406,1,"aplikasi kocak, kalo udah di apk knpa selalu di alihkan ke web browser.",['Other_Issues'],[],1
407,1,"aplikasi kurang jelas , data sudah benar tapi keterangan selalu error","['Crashes_Errors', 'Data_Sync']","['error', 'data']",2
408,1,"setiap apapun yang di klik, semua di larikan ke browser ? lantas untuk apa aplikasi ini di buat ? ha...",['Other_Issues'],[],1
409,1,"aplikasi sampah, buang buang anggaran. ngapain di ciptain aplikasi klo ujung ujung nya dialihkan ke ...",['Other_Issues'],[],1
410,1,kurang optimal ram oke paket data on flash eh malah berhenti sendiri...,"['Crashes_Errors', 'Data_Sync']","['berhenti sendiri', 'data']",2
411,1,aplikasi nya masih belum setabil selalu bleng layar jadi putih bagusan buka lewat situs google,['Other_Issues'],[],1
412,1,ini cara login bagaimana mohon di balas kenapa setelah masuk veritifikasi ibu kandung sudah benar na...,"['Login_Authentication', 'Customer_Service']","['login', 'masuk', 'bantuan']",2
413,1,"mohon koreksi data saya dan kawan2 korban phk pt.grandbest, kenapa untuk klaim ke 3x nya status beru...","['Features_Functionality', 'Data_Sync']","['tidak ada', 'data']",2
414,1,"aplikasi tidak berguna, coba daftar nik sudah terdaftar, bikin susah cari kerja aplikasi peraturan k...",['Other_Issues'],[],1
415,1,"aplikasi ga jelas ,belum daftar tapi nomer nik udah terdaftar ,mana eror terus",['Other_Issues'],[],1
416,1,udah ada aplikasi tapi pas mencet salah satu fiturnya malah diarahin ke website. kan tolol👎,['Features_Functionality'],['fitur'],1
417,1,aplikasi tiba tiba jadi putih semua di web site juga sama putih semua tidak ada tampilan,"['User_Interface', 'Features_Functionality']","['tampilan', 'tidak ada']",2
418,1,kebiasaan aplikasi buatan lemerintah mesti gk jelas loadingnya lama bnget sudah login masa disuruh l...,"['Login_Authentication', 'Performance_Speed']","['login', 'loading', 'lag']",2
419,1,apk ga guna malah ngeblank putih padahal penyimpanan sama data sudah bener bener bagus,['Data_Sync'],['data'],1
420,1,"ga ada gunanya ni aplikasi sumpah kode otp ga muncul"" dari tadi dah bosen nih nungguin ga kluar"" gim...","['User_Interface', 'Features_Functionality']","['ui', 'ga ada']",2
421,1,"aktivasi akun lama , respon sentuh lama , yang di web juga gitu , hadeh....",['Login_Authentication'],['akun'],1
422,1,jkp. sebetulnya hanyalah program tipu2. walaupum dokumen sudah lengkap tetap gabisa klaim,['Other_Issues'],[],1
423,1,"ini itu yg dipikirkan hanya bisnis, bodoh sekali membuat aplikasi namun masih diarahkan ke web",['Other_Issues'],[],1
424,1,saya isi biodata selalu ga bisa dengan alasan tanggal lahir tidak sama dengan dukcapil..padahal di d...,['Data_Sync'],['data'],1
425,1,tolong bagian klaim jkp nya sering error itu.. agar kawan2 terdampak phk bisa klaim jkp.. semoga seg...,['Crashes_Errors'],['error'],1
426,1,aplikasi sulit tidak bisa upload foto dan kk di cpmi,['Other_Issues'],[],1
427,1,"kode otp tidak masuk,, atau error,, bermasalah di aktivsi akun,, kode otp tidak masuk","['Login_Authentication', 'Crashes_Errors']","['masuk', 'akun', 'error']",2
428,1,"ketika lupa pasword dan no hp sudh tidak aktif, malah gmail tidak diketmukan parah susah akses lagi",['Performance_Speed'],['lag'],1
429,1,loding harus di perbaiki aplikasi tidak bisa di buka blnk putih sangat kecewa,['Other_Issues'],[],1
430,1,"pake ini biar cepat pengurusan malah jadi repot, nik sudah terdaftar padahal baru pake aplikasiny",['Other_Issues'],[],1
431,1,sering error mulu padahal internetnya lancar buat aplikasi lain bisa tapi ini gabisaa,"['Crashes_Errors', 'Network_Connection']","['error', 'internet']",2
432,1,"aplikasi macam apa inii???!!, ini kok setiap mau login gabisa masuk terussss",['Login_Authentication'],"['login', 'masuk']",1
433,1,90% loker yg ada di apk semuanya agen ( outsourcing )....tak patut....,['Other_Issues'],[],1
434,1,"bandar lampung gak di akui oleh negara,mantap sekali goooooooood lanjutkan developer sebenarnya ini ...","['Login_Authentication', 'Performance_Speed', 'User_Interface', 'Payment_Transaction']","['masuk', 'lag', 'ui', 'bayar']",4
435,1,gak ada fungsi... gak jelas... gak niat bikin apk... gak mutu... buang buang duit pemerintah ini... ...,"['User_Interface', 'Features_Functionality']","['ui', 'fungsi', 'gak ada']",2
436,1,"pas daftar nik sudah terdaftar, pdhal baru di download dan ga pernah daftar di apk ini",['Installation_Update'],['download'],1
437,1,"sungguh bobrok, nih aplikasi ngeselinya minta ampun mending ga usah bikin aja kayak ginian udah offl...",['User_Interface'],['ui'],1
438,1,"apk gajelas nyari kerja susah verifikasi susah serba susah, ga ada kata mudah dinegri sini",['Features_Functionality'],['ga ada'],1
439,1,gak jelas ini apps suruh pilih daerah tapi gak ada padahal sudah benar pilih provinsi nya,['Features_Functionality'],['gak ada'],1
440,1,sudah download dan mau daftar di app katanya nik tidak terdaftar di disdukcapil? katanya belum sinkr...,"['Performance_Speed', 'Data_Sync', 'Installation_Update']","['lag', 'data', 'install', 'download']",3
441,1,"hi, saya sudah download app tapi ketika buka kenapa selalu kembali sendiri sebelum tampilnya menu ut...","['User_Interface', 'Installation_Update']","['menu', 'download']",2
442,1,aplikasi lemot mau masuk aja malah balik ke home. perbaikin lagi,"['Login_Authentication', 'Performance_Speed']","['masuk', 'lemot', 'lag']",2
443,1,apk apa ini ketika sudah mengisi nomor buat terima kode verifikasi malah nomornya ditambahin 1 huruf...,['Other_Issues'],[],1
444,1,"bjir daftarnya musti sesuai sama jam kerja batasnya jam 8 malam :v udah daftar, gabisa pilih keahlia...",['Other_Issues'],[],1
445,1,mau ganti nomer telpon sedangkan mau login nomer telpon sudah mati bangung mau mengaktifkan kembali,['Login_Authentication'],['login'],1
446,1,"webnya tolong,bolak balik tinggal klik ikuti latihan kok balik ke lobby utama,pencet lgi balik lagi,...",['Performance_Speed'],['lag'],1
447,1,bintang -1 tolong ini gimana dong. mau klaim jkp gagal di upload swafoto aplikasi ngbug ya ada yg bi...,['Crashes_Errors'],"['gagal', 'bug']",1
448,1,"ngga membantu sama sekali, contact centernya tidak bisa dihubungi apalagi klaim jkp dibuat rumit.","['Performance_Speed', 'Customer_Service']","['lag', 'contact']",2
449,1,"aplikasi ga guna,data sudah tepat,masih aja tidak bisa masuk.","['Login_Authentication', 'Data_Sync']","['masuk', 'tidak bisa masuk', 'data']",2
450,1,aplikasi apa ni...dsuruh masukkan nomor otp.pas kita kirim ngk dtang2 kodex.. aplikasi ta,['Login_Authentication'],['masuk'],1
451,1,claim jkp aja susah banget udah nunggu 1 bukan masih aja tahap proses. mana aplikasi lemot banget me...,['Performance_Speed'],['lemot'],1
452,1,"klaim jkp sampai kadaluarsa, karena asesmen diri yang error sampai bulan k 3 masih loading","['Performance_Speed', 'Crashes_Errors']","['loading', 'error']",2
453,1,aplikasi bapuk buat ngirim kode otp aja ga bisa bisa harus ditingkatkan lagi,['Performance_Speed'],['lag'],1
454,1,"aplikasi busuk, lowongan kadaluarsa, memang tidak ada niat baik dari aplikasi ini, tak tahu malu pen...",['Features_Functionality'],['tidak ada'],1
455,1,makanya punya anggaran dipake yang bener percuma buat aplikasi cuma buat keliatan kerja,['Other_Issues'],[],1
456,1,"gimana mau aktivasi akun kalau kode veriv/ otp gak terkirim2,lemot banget.udh nunggu setengah jam ma...","['Login_Authentication', 'Performance_Speed']","['akun', 'lemot']",2
457,1,aplikasi ny masih banyak bug... masih banyak kekurangan data...,"['Crashes_Errors', 'Data_Sync']","['bug', 'data']",2
458,1,saya sedang butuh banget ak-1 tapi malah di persulit sama siapkerja kode otp ngga di kirim kirim uda...,['Other_Issues'],[],1
459,1,"aplikasinya buruk, saat milih pelatihan selalu kembali ke beranda",['Other_Issues'],[],1
460,1,aplikasi gak guna.. kebanyakan infonya klo di klik keluar dari aplikasi,['Other_Issues'],[],1
461,1,"aplikasi asal jadi, mau login aja susah banget, padahal sinyal aman","['Login_Authentication', 'Network_Connection']","['login', 'sinyal']",2
462,1,"ayo ayooo benerin lagi aplikasinya, masak iya udh 2024 msih byk yg ksih bintang 1. klo kasus saya ga...",['Performance_Speed'],['lag'],1
463,1,saya kena phk dan ikut program jkp serta sudah melengkapi kelengkapan doc tapi malah tidak bisa klai...,['Other_Issues'],[],1
464,1,"nama aplikasinya aja siap kerja tapi disnakernya sendiri kaga bisa kerja, bikin aplikasi kaya sampah...",['Other_Issues'],[],1
465,1,"payah mau daftar akun gk bisa mulu pas isi nama ibu kandung tulisannya forbidden terus, padahal udh ...",['Login_Authentication'],['akun'],1
466,1,apk parah no nik udah bener malah salah terus udah gitu ada tulisan no nik sudah terdaftar,['Other_Issues'],[],1
467,1,"aplikasinya kenapa si,, susah bgt koneknya... bikin emosi...",['Other_Issues'],[],1
468,1,butuh duit banget yaa nih developer iklannya banyak bangett gak jelas,['User_Interface'],['ui'],1
469,1,"gk bisa d pake.. tiba"" aja data gak sesuai dukcapil. hadeeehhh kalau gk sesuai mana mungkin bisa bik...","['Performance_Speed', 'Data_Sync']","['lag', 'data']",2
470,1,"aplikasi spam, prodak cacat kayak gini di umbar umbar, sinkronkan dulu data statistik dan capil ny b...","['Data_Sync', 'Security_Privacy']","['data', 'spam']",2
471,1,aplikasi aneh masa mau ganti alamat domisili ga bisa aneh lemot lagi,['Performance_Speed'],"['lemot', 'lag']",1
472,1,belom pernah daftar tapi kok di sana nya nik sudah terdaftar gimana mksd nya,['Other_Issues'],[],1
473,1,"pajak kita dipake untuk bikin aplikasi seperti ini, nyaris semua aplikasi dan website plat merah beg...",['Other_Issues'],[],1
474,1,"enggak bisa mengirim kan kode verifikasi,nomor baru pun tetap aja enggak bisa masuk",['Login_Authentication'],['masuk'],1
475,1,"kenapa pengajuan kalim saya yang ke 4 bisa ditolak? dengan keterangan/notif d email/siapkerja ,saya ...","['User_Interface', 'Features_Functionality', 'Data_Sync', 'Customer_Service']","['ui', 'tidak ada', 'data', 'cs']",4
476,1,belum pernah daftar tapi nomor nik katanya sudah pernah di daftarkan. anehh,['Other_Issues'],[],1
477,1,mohon maaf sekelas pemerintah buat aplikasi begini? mending gk usah pake syarat(pelatihan) dengan bu...,['Other_Issues'],[],1
478,1,aplikasi nya ko gini amat udh mau 5 hri download ulang gegara g bisa di buka aplikasinya 😐🤔😑,['Installation_Update'],['download'],1
479,1,begini kalau pemerintah bikin aplikasi pasti ga becus. gimana ngurus negara. masa daftar nik ktp ses...,['Crashes_Errors'],['gagal'],1
480,1,aplikasi pemerintas selalu membingungkan dan gak jelas server eror dan hal lain nya,['Other_Issues'],[],1
481,1,"kenapa untuk negara tujuan luar negri, korea tidak ada. padahal banyak pmi yang ke korea jalur g to ...",['Features_Functionality'],['tidak ada'],1
482,1,"yaelah baru liat rating nya pas udh download. amatir kah yg bikin? pas daftar malaj dialihin ke web,...","['Performance_Speed', 'Installation_Update']","['lag', 'download']",2
483,1,apk suka error dan gak bisa mengubah bio data,"['Crashes_Errors', 'Data_Sync']","['error', 'data']",2
484,1,"banyak yg harus dibenahi, harusnya tidak perlu mendirect ke website, dan proses menupload foto profi...","['Crashes_Errors', 'User_Interface']","['gagal', 'menu']",2
485,1,jelek aplikasi nya susah masuk padahal sandi dan email sudah benar,['Login_Authentication'],"['masuk', 'sandi']",1
486,1,"busuk, gabisa bolak balik app lain, perbaikilah performnya tod_-",['Other_Issues'],[],1
