score,user,message,date,thumbs_up,reply_content
5,Linda Oktaviani,"Sangat bagus, banyak fitur yang memudahkan untuk mencari pekerjaan di aplikasi ini.",2023-01-22 12:05:35,0,
5,Nur Indawati,"Udah lama nganggur, Terimakasih siap kerja, dengan apk ini bisa membantu dlm cari kerja!!",2022-12-23 02:26:14,0,
5,eca ca,terima kasih siapkerja dengan aplikasi memudahkan saya untuk mencari lowongan kerja,2023-01-17 04:52:42,0,
5,Sephia Septiani,aplikasi ini cocok banget buat kalian lagi nyari lowongan kerja. banyak info lowongan kerja disini,2023-01-05 07:19:32,0,
5,Fedi Febiyan Risqi,"Aplikasi ini sangat direkomendasikan untuk tujuan dapat memberikan pelayanan terbaik kepada masyarakat, pencari kerja, serikat, buruh dan perusahaan ataupun instansi yang berkaitan dengan ketenaga kerjaan yang disertai fitur-fitur canggihnya. Sehingga ini membuat saya siap akan masuk di dunia kerja nantinya, semoga SIAPkerja dapat terus melakukan upgrade terhadap fitur-fitur yang ada",2023-01-19 06:24:16,0,
5,ai na,"terima kasih siapkerja, membantu dalam informasi lowongan kerja banget sih jadi memudahkan para pencari kerja",2023-01-05 08:23:16,0,
5,SITI SALAMAH,Alhamdulillah dengan klaim JKP sangat bermanfaat dan semoga menjadi lebih baik lagi,2025-06-29 06:25:48,0,
5,Arjuna Wicaksono,Tolong Ditingkat kan Aplikasinya Lagi Masalah Untuk mengisi biodata Itu sulit sekali,2023-06-14 05:48:19,1,
5,GLADYS ARIA KRISNA ALOEVERA,"makasih bangett atas adanya aplikasi ini sumpah membantu aku banget dalam mencari pekerjaan, terimakasih siapkerjaa",2023-01-05 12:14:00,0,
5,Monika Putri,"Aplikasi yang sangat bermanfaat untuk tenaga kerja dan aplikasi seperti ini harus terus dikembangkan, terimakasih SIAPkerjaaa",2023-01-15 03:55:29,0,
5,Rakha Malio,"membantu banget buat cari info lowongan kerja, thankyou SIAPKerja!",2023-01-06 08:10:46,0,
5,Fema Hasika,Aplikasinya sangat bermanfaat da informatif! #zessica_adkesmah,2023-01-22 14:43:14,3,
5,2A_10_Liliyani Amalia,"Terimakasih info lowongan nya, bermanfaat banget buat aku yang lagi cari pekerjaan",2023-01-18 03:28:04,0,
5,Je Ry,kok g bisa dibuka ya aplikasinya mentok ditampilan aja,2025-05-24 06:40:25,0,
5,Salsa Aulia Rossyana,"aplikasinya keren bisa bantu aku yang belum dapet kerja, terima kasih siap kerja👍",2023-01-23 13:40:28,0,
5,Alvian Katiwanda,"Aplikasi siap kerja Sangat bermanfaat untuk seluruh buruh di Indonesia untuk prosfek & jenjang karir kedepannya, semakin hebat Kemenaker RI",2025-05-05 08:30:42,0,
5,sugeng mukti,kenapa app tdk bisa dibuka .... sesudah 2 x pencairan,2025-05-13 02:23:21,0,
5,Yudhi,untuk manfaat tunai ke 6 harusnya di info ada penundaan 3 minggu agar user tidak kebingungan,2025-06-16 05:19:28,1,
5,KIRMAN Channel,"jkp memang apk yg sangat luar biasa mantap, bagus 👍",2025-06-22 09:59:21,0,
5,Marcel Infinix,saya penting dengan aplikasi ini.saya udah berhenti dari perusahan.saya bingung cara mengurus uang PHK.,2025-05-29 23:59:50,0,
5,Hilmy Rifq,Aplikasinya memiliki fitur-fitur yang lengkap dan menarik,2023-01-19 09:47:58,0,
5,Viichie,Aplikasi lelet sama kek kerja DPR,2025-05-19 06:04:04,0,
5,srie mulyani,Aplikasi yang sangat bagus..sangat membantu untuk cari kerja,2023-01-23 07:46:43,0,
5,Syifa Syahirah Yusuf,"Terima kasih buat info lowongannya, sangat membantu untuk mencari pekerjaan👍🏻",2023-01-17 05:08:58,0,
5,Aprilia,Terimakasih atas info² lowongannya. Sangat berguna sekali bagi fresh graduate seperti saya🙏,2023-01-11 10:41:11,0,
5,FIKI Sobarkah,"Kenapa tidak bisa login ,padhal email sama password udah benar ka",2023-01-18 13:43:09,0,
5,julena julena,aplikasi ini sangat membantu mencari kerja. saya dari perantauan mencari kerja di sini,2025-04-05 00:41:23,1,
5,Rizky Siti Anugrah,"Terima kasih siapkerja, sangat membantu untuk aku yang lagi mencari pekerjaan, banyak info lowongan yang bisa aku apply di sini",2023-01-11 08:41:40,0,
5,kartika,Thanks siapkerja!! Lumayan banget dapet info lowongan,2022-12-23 03:47:44,0,
5,Rilex water,bagus tapi sering lemot hp sayah,2025-05-23 15:27:16,1,
5,Aang Jole,"Sangat membantu sekali, mempermudah orang yang lagi cari kerja terimakasih",2023-01-20 06:15:21,0,
5,Agung Darmawan,Aplikasi yang sangat bermanfaat dan juga mudah untuk digunakan👍,2023-01-24 11:55:47,0,
5,maudy andea,"Sangat membantu aku yg baru lulus kuliah nihh, terimakasih info lowongan kerjanya 😍",2022-12-21 15:34:30,0,
5,Ihsan Nuari,"Sekian lama nganggur, akhirnya bisa dapet kerja. Terimakasih SIAPkerja, ngebantu banget..",2023-01-08 09:36:19,0,
5,M. Raihan Alghani,sangat bermanfaat untuk para lulusan yg ingin mencari kerja,2023-01-19 13:04:24,0,
5,Mae_ Sarah,"Keren, mudah digunakan dan kebutuhan akan pelatihan dan pekerjaan ada di sini yg pasti terpercaya.",2023-07-29 22:48:45,0,
5,James,"makasih siapkerjaa, ngebantu bgt buat aku yg blm kerja dan lg nyari lowongan",2022-12-21 15:09:54,0,
5,Sasa,"Terima kasih info lowongannya ,sangat membantu sekali bagi saya,semoga cepat dapat pekerjaan.",2023-01-06 09:07:52,0,
5,your merchandise,"Thanks SIAPkerja, memudahkan banget untuk kita yg lagi cari pekerjaan",2023-01-17 06:26:58,0,
5,Jual Minuman Hangat,penggunaan aplikasinya cukup baik menurut saya dan tidak ribet,2025-03-06 04:07:44,0,
5,dinda syarofah,aplikasi yang keren membantu saya mencari lowongan pekerjaan👍🏼,2022-12-22 00:41:37,0,
5,Gio Alfarizi,Sangat membantu untuk bekerja,2025-03-30 05:58:02,0,
5,Julia Atika,"Ngebantu bgt, buat aku yang nyari-nyari lowongan, semoga ada yang keterima, terimakasih siap kerja.",2023-01-08 09:26:11,0,
5,Abd.hamid Hamid,benar-benar ada atau nyata dan terbukti,2025-06-01 22:28:48,0,
5,Firda Rizqiah,Terimakasih informasi lowongan pekerjaannya terpercaya dan sangat membantu 👍,2023-01-11 07:20:25,0,
5,Sisca,"thankyou informasi lowowongannya, sangat membantu banget buat aku yang freshgraduate🙏",2023-01-11 05:50:10,0,
5,Indah Trimulyani,sangat membantu dan efisien 🙏,2025-05-30 05:40:54,0,
5,Den Tata,"Baru gabung di siap kerja, membantu sekali buat aku yang siap kerja tp belum memiliki pekerjaan, terimakasih siap kerja,",2023-01-06 06:29:48,0,
5,Lyrin Louren,"aplikasi sampah,servernya time out mulu",2025-05-14 06:35:55,0,
5,Ririn Novita,Aplikasi yang sangat membantu bagi para pencari kerja,2023-01-17 08:30:58,0,
5,Had minah,"Aplikasi ini sangat membantu banget untuk aku yang pengangguran, terimakasih siapkerja",2022-12-22 01:20:22,0,
5,Bagus Rink,Mengikuti pelatihan kerja secara gratis.. sangat membantu.,2024-05-14 12:42:01,1,
5,Asep Setiawan,"Bagus aplikasi nya,, cuma trkdang akun suka eror mendadak apa itu dari sana nya.. trimaksih🤝",2024-03-14 14:48:15,0,
5,Dewi Farrel,Terimakasih info lowongannya...bener2 sangat membantu sekali,2023-01-06 06:43:49,0,
5,Indah Kurniawan,"Bagus, membantu sekali untuk para pencari kerja",2025-01-19 01:24:12,0,
5,arunika Nch,informasi lowongan kerja nya sangat bermanfaat. terimakasih,2022-12-23 03:05:13,0,
5,Takhlisyya Millanurgina,"Terimakasih info lowongannya ,membantu banget untuk aku yang belum punya kerjaan",2023-01-06 08:41:35,0,
5,Arasha F3,"Aplikasi ny bagus, membantu sekali buat saya yang belum punya kerja",2023-01-08 09:17:34,0,
5,Indra yani,Terima kasih info lokernya. Sangat membantu para fresh graduate seperti saya.,2023-01-05 07:11:55,0,
5,niko khoirurizal,aplikasinya mudah digunakan dan sangat membantu,2022-12-27 09:34:16,0,
5,Mardi UYE,Info lowongannya sangat membantu banget untuk aku yang belum punya kerjaan makasih siap kerja,2023-01-18 06:45:31,0,
5,Amel Lia,ni kenapa cari loker memuat terus g biasa kaya gini,2025-06-24 09:43:40,0,
5,Mawar Datul,sangat seruu dan informatif !,2024-08-14 01:06:28,0,
5,Maria Citra,Membantu banget buat aku yg belum dapet kerja. Terimakasih info lowongannya 🙏,2023-01-05 06:09:13,0,
5,Delva Noviani,"Terimakasih siapkerja, udah bantu buat pencari loker kaya aku 👌",2023-01-05 05:53:22,0,
5,Bayu Saptadi,"sangat menolong sekali untuk saya yg kena phk dri februari , thks bpjs jkp",2025-07-14 05:39:20,0,
5,salva fauziah,"Terimakasih info lowongan nya,sangat bermanfaat buat para jobseeker 🙏",2023-01-18 02:37:49,0,
5,Abdahamila Alkhaira,"Terima kasih SIAPkerja, sangat bermanfaat bagi yg butuh lowongan",2023-01-05 07:37:52,0,
5,Rachmaddi,"Kepada Tim JKP ysh. Sudah 5 hari ini mulai tgl 11 Juli s.d. 15 Juli 2024, ketika Upload file Surat Lamaran Kerja dgn kapasitas 503,6 Kb (maksimal 5 MB) tidak bisa naik data filenya, padahal deadline Misi sekarang tinggal 14 hari lagi. Mohon info dan segera di perbaiki mulai dari sekarang. Terima kasih dan di tunggu atas tindak lanjutnya dari para tim JKP. Sehat2 selalu. Aamiin.",2024-07-15 00:37:24,0,
5,ayu setiawati,"makasi info lowongan nya, berguna banget buat yg lagi cari"" info lowongan",2023-01-05 06:54:08,0,
5,Bahri Bahri,"Bagus,tapi kanapa susah masuk kan data diri saya sih,,",2023-08-09 00:30:02,0,
5,Anindya Saraswati (Anin),Aplikasinya membantu saya mencari pekerjaan. terima kasih,2023-01-11 07:08:09,0,
5,Khansa Fitri Zhafirah,"Aplikasinya bagus dan sangat membantu, keren bgtt",2023-01-24 11:21:06,0,
5,Elfa Yani,"Terima kasih info lowongan nya, sangat membantu dalam mencari kerja",2023-01-06 08:21:29,0,
5,AFANDI OFFICIAL,sangat membantu dalam mencari kerjaan,2023-01-11 09:53:10,0,
5,Sely Bfdl,"Tolong saya akun saya tidak bisa terbuka, lupa sandi, nomor hp tidak terpakai, email tidak terpakai",2024-12-12 01:13:35,0,
5,Erna Wati,Kerenn aplikasinya membantu banget buat cari info kerja,2023-01-08 09:17:11,0,
5,Arifki Muhamad,aplikasi yang sangat bagus tentunya banyak sekali manfaatnya 😆,2023-01-24 13:03:45,0,
5,Nuna Baabud,Aplikasi yang sangat membantu saya mendapat info lowongan pekerjaan,2023-01-15 13:07:38,0,
5,Desy Miarti,"makasih siapkerjaa, untuk aku yg lagi nyari kerja aplikasi ini bantu banget sih",2023-01-08 09:24:20,0,
5,Giansya Marsya,"Terima kasih SIAPkerja, ini menolong banget buat cari kerjaan.",2022-12-23 02:35:27,0,
5,salsabilla,"bermanfaat banget buat aku yg lagi cari kerja, makasih banyak siapkerja",2023-01-06 06:21:05,0,
5,Lisna Wati,Aplikasi ini sangat membantu untuk mencari pekerjaan,2023-02-21 17:23:15,0,
5,Nanda Duha,Mantap. Aplikasi sangat membantu dan memudahkan pengguna,2023-01-24 12:09:06,0,
5,X2_0152_Dea Febriana,Aplikasinya sungguh bermanfaat bagi para pencari kerja. Terimakasih SIAPkerja telah memberi kemudahan bagi masyarakat👍,2023-01-24 11:35:34,0,
5,Edy Kuncoro,Aplikasi ini sangat membantu saya mencari dalam pekerjaan.,2022-12-25 13:55:36,0,
5,Vinna Permata Sari,Apk ini sangat membantu untuk mencari pekerjaan,2022-12-22 01:25:34,0,
5,Arsy Ilahi,Bagus aplikasinya.. mempermudah pendaftaran siap kerja,2024-06-11 08:37:29,0,
5,iqoh rofiqoh,terimakasih info lowongannya sangat membantu sekali,2023-01-06 08:34:14,0,
5,Vaylin Jasmine,Aplikasinya ngebantu banget buat cari kerja,2023-01-11 10:58:00,0,
5,Christin Natalia,"makasih info kerjaan nyaa min, aplikasi nya membantu bangett",2023-01-11 05:59:29,0,
5,Khalisa O,Pas banget buat IRT kaya aku yang lagi cari kerja. Semangat semuanya.,2023-01-16 06:39:34,0,
5,Andi Alvito Dioka Putra,"Aplikasi nya sangat bagus, dan memudahkan penggunanya",2022-12-22 08:38:16,0,
5,Satria Ardana,Recomended banget apk nya buat fresh graduate buat nyari kerja,2023-01-05 05:39:29,0,
5,Indra Permana,aplikasinya keren bangettt dan sangat membantu,2023-01-24 11:58:50,0,
5,Sarah Novita,Terimakasih SIAPkerja membantu banget buat aku yang lagi mencari pekerjaan,2023-01-17 08:16:19,0,
5,05_Amanda putri,"Bagus banget, sangat membantu untuk aku yang belum punya pekerjaan",2023-01-11 10:06:37,0,
5,Nugra Heni,"aplikasi ini membantu banget buat aku yang belum punya kerjaan, thank you SIAPkerja🤩",2023-01-11 06:47:58,0,
5,Azhar Faisal,Aplikasi yg sangat membantu untuk pencaker seperti saya. Terimakasih banyak,2023-01-19 06:29:20,0,
5,Yahya Anak4,Makasih banyak berkat aplikasi ini saya bisa di terima kerja membantu banget,2023-01-11 07:55:51,0,
5,Garyn Sidharta,Sangat membantu untuk cari kerja,2023-01-06 07:08:42,0,
5,Mae e,Terimakasih info lowongannya sangat membantu untuk aku yang lagi nyari kerja,2022-12-23 04:08:50,0,
5,Hadi Mulia,ini sangat bernanfaat dan top markotop,2023-01-18 03:47:19,0,
5,73_ Revalia Sheva Damayanti,Wah keren nih gan bantu banget buat aku yang belum punya kerja,2023-01-11 10:31:34,0,
5,Agnes V,"terimakasih siap kerja untuk info lowongan kerjanya, sangat membantu para pekerja",2022-12-21 16:52:25,0,
5,Yelsiratu Rahmatsari,Aplikasi ini bagus bnget.Membantu banget buat aku nyari kerja Makasihh,2023-01-18 03:24:44,0,
5,Anugrah Hendrico Putra Alfain,terima kasih sekali siapkerja aplikasi sangat membantu,2022-12-22 04:01:45,0,
5,Fahry Fahrezi,"Terimakasih banget buat lowongannya, semoga diaplikasi ini saya segera mendapatkan pekerjaan.",2023-01-06 09:12:49,0,
5,Raihan Fadhilah,"Aplikasinya sangat membantu sekali, banyak manfaatnya",2023-01-18 13:07:39,0,
5,rehan jovi,terimakasih siap kerjaa berkat ini aku jadi kebantu bgt soalnya blm ada pekerjaan,2022-12-21 16:32:23,0,
5,Dava Mahendra,Terima kasih buat SIAPkerja udh membantu mencari info lowongan kerja buat aku yang belum kerja. Keren banget 👍,2022-12-21 16:59:44,0,
5,Zhilal. r_zn,sangat membantu dan menambah informasi,2023-01-23 07:14:14,0,
5,Nursiwan,"Thanks infomasi lowongannya,sangat membantu cari cari lowongan tanpa harus keliling jalan nyari loker wkwk",2023-01-18 03:25:57,0,
5,Ara,aplikasi sangat membantu untuk aku yg lagi cari kerja,2023-01-08 09:23:24,0,
5,Irwan Hermawan,"Mantap banyak bngt info lowongan kerja,membantu banget buat cari info kerja",2023-01-08 09:02:38,0,
5,Adisti Fajriah,"Terimakasih siap kerja, atas info lowongan nya🙌",2023-01-11 06:38:03,0,
5,Maya di,Jaman sudah berubah ke arah dunia digital serba cepat,2023-03-31 10:15:48,0,
5,sasa,"Terima kasih siap kerja, sangat membantu sekali buat nyari info tentang lowongan kerja",2023-01-08 09:22:51,0,
5,Scarlet Anabella,Ngebantu bgt buat aku dapet pekerjaan.. app debest!,2022-12-21 15:17:45,0,
5,Rahmatia Tahir,"Cukup bagus, ditunggu update selanjutnya.",2022-12-29 01:30:03,0,
5,Abdan Rofi,"Aplikasi ini sangat membantu sekali,sangat direkomendasikan",2023-01-22 13:51:31,0,
5,Mas Andriansyah,"Terimakasih banget pemerintah aplikasi ini, berkat ini saya bisa buka usaha good job",2023-12-15 05:47:15,1,
5,Dedih Mulyadi,"Bagus,sangat berguna bagi buruh,yang aktif maupun sudah tidak aktif",2025-01-05 00:37:39,0,
5,Egi Rianto Seputra,Siap Kerja membantu saya untuk melihat info info loker dan membantu saya mendpaatkan pekerjaan,2023-01-06 07:22:04,0,
5,vinai,Membantu banget untuk aku yang belum kerja punya kerjaan untuk cari info lowongan kerja. Terima kasih siap kerja.,2023-01-18 02:33:58,0,
5,Fikri Lorenzo,Sangat membantu bagi yg kehilangan pekerjaan,2023-06-10 12:39:29,0,
5,Fian Sajo,"Sangat berguna sekali, dan juga banyak membantu.",2024-02-27 06:34:10,0,
5,Ghifar Aldi,Informasi sangat detail dan word It,2023-08-29 14:28:30,0,
5,GM Cibeber Raffauadz,"Mudah, mantap n transfaran",2023-12-14 12:18:33,1,
5,Dara Claudia,Mantap. Terimakasih programnya membantu sekali,2023-09-29 12:29:49,0,
5,Kiki Rizki,Sudah pencairan klaim Jkp ada banyak lowongann pelatihan yg terpenting ga ada biaya,2023-06-22 22:41:40,0,
5,Santi Sholihat,Berguna untuk program mencari kerja,2024-02-18 03:36:27,0,
5,Pian Syaripudin,Tolong kasihani kami Sudah 4 bulan menganggur gak ada pemasukan cari kerja belum juga dapat,2023-03-22 12:03:26,0,
5,Gawok Wibowo,Saya kasi bintang 5 Tapi kenapa kode otp tidak saya dapat bolak balik saya kirim blm jg saya dapatkan,2023-06-20 04:46:22,0,
5,Riyani Yasari,Sangat bermanfaat menambah wawasan dan ilmu pengetahuan sebagai modal kerja atau usaha.,2024-07-11 01:31:08,0,
5,DROID MEDIA,Min tolong perbaiki siap kerja lagi error...,2024-05-19 13:37:45,0,
5,Heti Susanti,"Kami sangat puas dan bermanfaat sekali , terimakasih🙏",2024-06-27 11:58:46,0,
5,Muhammad Sanz,Ka ini saya asesmen koq lama bgt nya hasil nya ya.. ini udah klaim manfaat tp blm masuk ke rekening,2024-03-05 03:51:37,0,
5,Muchtar Ali,"Aplikasinya baik, berisi informasi & menyediakan bantuan bantuan UMKM serta memberikan kesempatan kerja yang akurat.. semoga dapat terus berinovasi dan terus memberi manfaat 👍👍👍",2023-10-26 07:04:13,0,
5,Novia Anggi,Terima kasih info lowongan kerjanya sangat membantu saya untuk mencari pekerjaan🥰,2023-01-16 04:18:06,0,
5,Johanis Naeng,Pas banget buat yang mau cari jerja habis lulus dan yang mau kuliah sambil kerja,2023-01-17 05:00:58,0,
5,Mai Sumarna,"Kenapa ya mau ngisi alamat domisili malah kecamatan tempat tinggal kita tidak ada,, gimana caranya agar bisa ada",2023-01-04 03:23:42,0,
5,Handriyan Hudayat,Alhamdulillah aplikasi dapat membantu pekerja yang di phk,2024-08-27 11:01:35,0,
5,Irwan Cahyono,Applikasinya bagus dan sangat bermanfaat.,2024-06-25 04:38:00,0,
5,Nurul Hasanah,"Aplikasi yg sangat bermaafaat banget ini, thnk u",2023-01-05 07:27:49,0,
5,Kongs_stya Chanel,Mohon pelayanan lewat aplikasi ditingkatkan dan cepat respon di bagian lapor phk # setelah upload file kok loop 0,2023-01-21 08:13:50,0,
5,Rahman vhya,"Terimah kasih BLK, atas segala ilmu yg di berikan selama pelatihan servis sepeda motor sistem injeksi d tahun 2024 ini",2024-11-29 05:28:26,0,
5,nanaaa,membantu bangett apkny buat yg lagi cari kerjaaa 👍👍,2023-01-11 10:38:40,0,
5,Miftah Nuha,"aplikasi cukup membantuu, terimakasih SIAPkerja :D",2023-01-19 12:00:41,0,
5,miaa ameliaa,Membantu banget buat aku yang belum punya kerjaan karna banyak lowongan disini,2023-01-17 07:41:02,0,
5,laveoses,membantu banget buat orang yang belum dapet kerja. makasih siapkerjaa,2022-12-22 03:51:56,0,
5,Bambang Haryantho Djafar,"makasih, aplikasinya suangad mudah & membantu",2024-06-04 01:03:45,0,
5,supai supai,Tolong donk kode OTP riset password itu kirimkan ke email saja karna kebanyakan kasus orang kehilangan nomer hp atau kartu telah rusak,2024-06-30 05:16:34,0,
5,subekti Setya kurniawan,Banyak info seputar lowongan kerja disini,2023-01-05 05:59:50,0,
5,Mira Marsalina,Makasih siap kerja aplikasinya memudahkan aku untuk dapet kerja,2023-01-18 03:31:34,0,
5,iklima alnawawi,Terima kasih sangat memudahkan saya dalam mencari informasi lowongan pekerjaan👍,2023-01-11 10:39:40,0,
5,sheadarie rsb,aplikasi lebih di tingkatkan,2025-06-03 23:21:25,0,
5,Sabrina Putri,aplikasinya baguss bntu aku bgtt buatt aku yg belom dapat kerjaa,2023-01-08 09:20:12,0,
5,Windy Dinata,Makasih banget nih SIAPkerja jadi kebantu banget buat nyari kerja 👍,2023-01-11 10:34:37,0,
5,Trianto yayan,Swafotonya sulit. Tolong di perbaiki,2024-07-11 06:50:46,1,
5,Maria Jessica,Wahh keren aplikasinya! Membantu bgtt,2023-01-20 05:46:07,0,
5,Calestra Akselia Arundaya,"Terima kasih kemnaker... Saya jadi tidak perlu susah"" utk cari loker..",2023-01-21 07:35:06,0,
5,Jeslin Rombeallo,Aplikasinya sangat bagus dan sangat membantu,2022-12-21 09:43:10,0,
5,Ale,trimss info lowongan kerjanya sangat membantu bgt buat aku fg yang butuh pekerjaan,2022-12-21 15:26:06,0,
5,Anton Vivo,Mantap. Siap kerja berkualitas dan bermanfaat bagi Kuala muda indonesia,2024-06-28 06:25:46,0,
5,Cici Nurlatifah,"makasiih siap kerja, membantu banget buat aku yang belum punya pekerjaan",2023-01-06 06:23:52,0,
5,maharani beita,"Membantu cari kerja sesuai kriteria kita, sipp.",2022-12-25 08:24:22,0,
5,Putri juwita Firdaus,makasih info lowongan nya ngebantu bgt buat aku yg lagi cari kerja👍🏻,2023-01-17 08:29:39,0,
5,Susanti Susi,bagus sekali aplikasi ny saya sgt senang mengunakan ny,2024-06-29 10:08:18,0,
5,Alya,Makasi buat informasi lowongan kerja membantu benget bust aku yg lagi nganggur di rumah,2023-01-15 14:14:24,0,
5,Shalsha Amorz,"Aplikasinya sangat membantu sekali, terima kasih",2023-01-20 05:34:22,0,
5,raden BT,Sejauh ini cukup bagus ..lebih tingkatkan lagi,2024-04-02 03:43:54,0,
5,Lora Berliani,Aplikasi yg mempermudah mencari kerja👍,2023-01-16 23:27:23,0,
5,Baiq rosa Anjani putri,"Thnks apk siap kerja, berguna bngt unk sy yg baru lulus",2023-01-11 08:44:50,0,
5,Agung Cahyadi,Terimakasih siapkerja sehingga aku bisa dapet kerjaan,2023-01-16 12:39:14,0,
5,Sintia Fitri,"Aplikasinya bgs bgttt ngebantu aku cari loker, Alhamdulillah hasill",2023-01-06 08:01:13,0,
5,M. Fathin Muyassar,"WOWOWOW APLIKASINYA BAGUS BANGET, SANGAT MEMBANTU UNTUK PARA PEKERJA PEMULA SEPERTI SAYA, SEMOGA APLIKASI INI DAPAT TERUS DIKEMBANGKAN AGAR MENJADI SEMAKIN BAIK LAGI",2023-01-15 05:40:30,0,
5,Rachi Food,Aplikasi ini membantu dalam mempersiapkan kita di dunia kerja,2023-01-11 09:19:36,0,
5,cii pun,terima kash info lowongannyaaa. membantu banget buat aku ynng muu kerjaaa☺☺,2023-01-05 06:45:10,0,
5,mai 111,Makasih siapkerja atas info lowongan kerjanya,2023-01-17 07:43:10,0,
5,azka alif rizky,"Aplikasii bagus! serius sebagus ini, top deh !",2023-01-15 05:17:45,0,
5,Riyanto Riyanto,sangat membantu bagi ketenaga kerja indonesia,2023-04-24 19:36:38,0,
5,Edi Susilo,Program yg sangat baik dan bermanfaat,2024-05-05 03:32:29,0,
5,Yahya Akel,"Program ini sangat bermanfaat bagi semua masyarakat indonesia, ayo terus menjadi aplikasi nomor 1 agar menciptkan generasi calom pemimpin masa depan",2024-07-09 00:55:43,0,
5,Wandha Arthama,"Aplikasi nya bagus, worth it pokok nya",2023-01-06 06:20:48,0,
5,thon sulthoni,sangat bermanfaat dan luar biasa,2023-06-19 04:11:31,0,
5,Praja Ananda,Terima kasih SIAP KERJA membantu aku untuk mendapatkan pekerjaan,2023-01-06 09:05:32,0,
5,Suci Saleh Ali,Kenapa perangkatnya belum bisa dibuka,2023-11-29 04:42:20,1,
5,Jaya Santosa,bagus aplikasinya,2025-07-15 01:45:18,0,
5,Har Yudi,lancar sangat membantu,2025-06-30 02:09:40,0,
5,Isnanda Arrafena,Ngebantu aku banget buat dapet kerjaan huhu. Makasii banyak siapkerja,2023-01-16 08:25:49,0,
5,Junai Jk,cukup bagus permudah akses jkp,2025-05-14 06:04:55,0,
5,Wayan Sumiadnyana,di dlm pekerjaan semuanya berjalan baik,2024-10-22 11:07:58,0,
5,risgianti alya,"Terimakasih siap kerja, memudahkan saya untuk mencari pekerjaan",2023-01-11 10:52:49,0,
5,Putra sadega,aplikasi ini sangat sangat bagus,2025-05-19 08:40:47,0,
5,IPAN LBR,Terima ksih untuk dikarenakan telah memberikan ilmu yg bermanfaat,2024-04-30 12:02:24,0,
5,Rayhan Febriyan,Membantu banget untuk aku yang belum punya kerjaan Terima kasih siap kerja,2023-01-18 02:49:40,0,
5,Ais Tuti,aplikasi yg sangat penting,2025-05-21 05:56:36,0,
5,Yogi Iman,Ngebantu banget buat saya yg belum punya pekerjaan.. terimakasih. 🙏🏻,2023-01-05 05:20:33,0,
5,Ina 78,Informasi sesuai dengan yang memberi inspirasi,2025-05-25 02:48:02,0,
5,Juari Ari,sangat memuaskan,2025-07-01 00:09:27,0,
5,Jonathan Marpaung,sangat membantu para pencari kerja,2023-01-24 12:42:43,0,
5,Liam Lowinski,"Aku bisa dapet pekerjaan impianku berkat SIAPkerja, terima kasih SIAPkerja 👍",2023-01-17 08:51:52,0,
5,Nana Suryana,Klaim bln ke 1 smpai bln ke 5 berhasil tgl nggu bln yg ke 6.,2023-10-26 14:54:50,0,
5,LUTHFI HARIYANTO,Sangat memudahkan dan membantu,2022-11-11 15:44:12,0,
5,Risa Susanti,Ayo dapatkan pekerjaan dengan mudah hanya dengan siap kerja Aku siap siap siap bekerja 💪😅,2025-06-06 05:56:40,0,
5,Yujly Muktavi,Aplikasinya sangat bagus dan bermanfaat,2023-01-18 13:35:11,0,
5,Zumi w,Banyak info lowongan kerja di siini huhu thankyou siapkerja😄,2022-12-21 15:09:52,0,
5,Rian Adventure,Makasih siap kerja sangat membantu mencari info lowongan yang ada di lokasi saya,2022-12-25 13:20:56,0,
5,Riyanto Riyan,Kenapa saya tidak bisa masuk ke aplikasi siap kerja,2024-06-04 11:40:02,0,
5,Edi Hidayat,Lebih mudah bikin akun kerja mantapppp,2023-08-10 07:53:54,0,
5,DRAJAT ARYABIMA WICAKSONO,udah bener bagus ini,2025-03-24 19:59:13,0,
5,Teguh Himawan,sangat membantu sekali,2025-05-02 22:45:12,0,
5,Almah Suseno,Ini kok nggak bisa di buka app nya,2022-12-27 22:08:40,0,
5,Hakim Pau,sangat membatu ekonomi saya,2025-01-31 05:16:35,0,
5,Razka Thok,Makasih berguna banget info lokernya,2022-12-22 00:53:51,0,
5,Penius halawa,Saya sanggat puas Dengan apliksi Siap kerja Bisa membantu saya dalam Progrm klaim jkp Karena sya sudah PHK..Terimah kasih buat apliksi nya,2024-02-10 07:23:33,0,
5,Eva Nurkholipah,Mau tanya ini QR nya bisa digunakan untuk bikin kartu kuning,2022-11-02 08:58:37,0,
5,Abdul Naim Walangadi,"Nyesel yang gak ikut pelatihan di BBPVP medan 😎 semoga Sukses , terima kasih atas ilmunya 😎😎😎😎😎😎😎",2022-11-09 16:33:18,1,
5,Muhamad Saepi,"Buruan download aplikasi ini, dan nikmati hasilnya",2024-05-31 12:54:15,0,
5,guramah senju,Merubah nama lama banget nga jadi jadi mohon di percepat min,2023-05-22 09:20:02,0,
5,Aminudin Aminudin,Bermanfaat bagi pelaku usaha kecil yg membutuhkan penguatan usahanya.,2024-07-01 08:35:58,0,
5,Agus Perwira,"Semoga dengan ini bisa mudah saya mencari pekerjaan, Amiin",2022-12-24 13:47:10,0,
5,Eko Merdekawati,Mudah di pahami yuk semangat lagi yuk,2024-09-17 02:04:26,0,
5,Zenzen Zaenal,saya cinta sekali blk sangat bermanfaat pokoknya,2024-06-05 05:30:34,0,
