score,user,message,date
1,zulfikar permana,"masih belum lengkap untuk daerah, seperti Majalengka, Jawabarat. disarankan jika belum siap diluncurkan penuh mending masuk tahap akses awal aja dulu testing, jangan langsung mengubah kebijakan, untuk seluruh memakai apk",2025-06-28 05:02:22
1,Dragon,"aduh padahal mudah aja cara daftarnya, tapi ribet gara² bug kode otp tidak muncul, padahal pas mau ganti akun KTP udah terdaftar. terus kayak mana ini? kok yang seharusnya mudah jadi ribet?",2025-07-03 13:34:40
1,siti umaroh sarwan,Sudah download aplikasi masih tetap kembali ke browssr chrome Lalu gunanya apa saya download. Klo mau masukkan data sering luemot..alias loading lama buanget..ujung2nya data hilang..padahal sudah tinggal masukkan foto lalu simpan..eh balik lagi masukkan data mulai dari awal lagi. Ada filter pencarian tp tidak berguna Data loker tidak lengkap. Tidak sepwrti di jobstreet,2024-05-26 03:37:23
1,Nur Halizah,"Aplikasi masih sering kembali ke chrome, pas mau pilih pelatihan malah error dan kembali ke menu utama, udah beberapa kali dicoba tetap sama saja, padahal internet lancar dan sinyal bagus. Tolong diperbaiki lagi kalau mau membantu masyarakat dan memajukan bangsa, ini aplikasi buatan pemerintah, tetapi banyak kekurangan yang belum diperbaiki. Terima kasih",2024-07-25 03:39:35
1,Junadil 29,"Semenjak mengurus surat pencari kerja menggunakan aplikasi, sangat sulit, masa kode otp aja ga masuk2 di SMS aneh maksa banget pemerintah make aplikasi yg banyak bug nya, saya nunggu dari pagi sampai sore otp ga masuk masuk di SMS, minimal kalau verifikasi otp siapkan opsi email agar tidak terjadi kesulitan dalam tahap verifikasi. Sangat kecewa semenjak ada aplikasi ini",2024-11-28 06:51:09
1,Eros Lush,"Aplikasi paling jelek yang pernah ada, gatau ini sebenarnya pemerintah niat ga sih ngasih pelatihan. Tiap kali mau enroll class malah balik2 lg ke halaman utama. Kalo emg ga niat, cuma setengah2 doang gausah bikin sekalian. Pantesan negara ga maju, bikin aplikasi ginian aja ga becus. Sekelas kemnaker loh ini apknya jelek bener, masih lebih bagus apk game abal2 buatan anak kecil yg baru belajar. Dana banyak padahal tp buat memperbaiku hal2 penting kaya gini gabisa. Gajelas.",2024-02-14 02:39:25
1,Jimmy Imantaka,"- Saran saya buat aplikasi ini kalo bisa mencari lowongan kerja sesuaikan dengan kota yang saya cari dan posisi pekerjaan yang saya inginkan, masa info lowongan kerja lebih banyak dikota jakarta lalu jika difilter harus isi kolom yang sudah ditentukan, kalo kita pilih isi dengan jawaban saya sendiri malahan yang dicari TIDAK DITEMUKAN. - loading tidak bisa lebih cepat malahan makin lambat/lelet sekali. - jika sudah gak ingin login dan kembali ke menu utama hp kalo bisa langsung exit aplikasi.",2024-02-26 04:49:11
1,Sucy Chyyy,"Sangat mempersulit sekali,ngelag nya lama.udah tau sering ngelag bukannya diperbaiki,kesel banget udah nunggu beberapa jam masih stuck aja gimana sih, sekiranya mau mempersulit jangan buat apk kyk gini.",2025-05-19 06:45:24
1,Ahmad Fauzi,"Apk yang masih sangat mentah, blom layak untuk di pergunakan karena masih terdapat apk (web) didalam apk.. ketika klik skill hub di arahkan ke web yg berbeda,ketika sudah log in skill hub klik pelatihan namun malah blank layar putih trus seperti itu.. sebenarnya tujuan melaunching apk ini untuk apa? Atau hanya sekedar untuk mencairkan anggaran saja? Sebab apk ini masih sangat mentah tidak layak untuk di gunakan. Bukan mempermudah tpi makin mempersulit!",2023-08-31 10:25:41
1,Tegar Rahmad Prasetyo,"Tujuannnya apa sih bikin aplikasi yang ga jelas kayak gini? Tolong untuk UI/UX diperbaiki lagi, helpdesk diperbaiki, atau mungkin buku panduan diperjelas. Masak iya namanya buku panduan tapi dalamnya masih sangat umum. Emang aplikasi pemerintah cuma cari cuan bukan jadi solusi buat yang emang membutuhkan. Pantas banyak orang merasa dipermainkan, emang aplikasi tampilan bagus tapi flow aplikasinya jelek banget",2024-01-15 03:20:12
1,Iskandar / khan,"Apk versi terupdate mne min.? kok ngebug, ngelag stuck terus disitu. sya kira krna blm diperbaharui. tapi pas buka di apps store lah emng gk ada update versi terbarunya. mohon ditingkatkan lg.",2025-06-10 23:51:04
1,"Arifhin, Tamin","Aplikasi yang tidak dapat diandalkan 1. Pencarian lowongan kerja tidak pernah sesuai dengan kunci pencarian, yg di cari apa yang muncul apa, 2. Lowongan yang tersedia tidak sebanyak aplikasi yang lain 3. Harus dibuka dengan jaringan yang kuat 4. Ketika mengambil assessment, tidak dapat memunculkan hasil (loding terussssss) 5. Lebih banyak diarahkan ke website, Jadi gunanya aplikasi buat apa. 6. Lebih banyak berita dan informasi yang tidak berhubungan dengan dunia kerja.",2023-08-15 03:57:43
1,Merry Amelia,"tadinya sempet ragu instal dan daftar karna liat komen pada ngasih penilaian rendah, ternyata benar, agak nyesel sih udah download sama daftar tapi gabisa kepake, mau liat liat pelatihan selalu ke beranda awal, udah instal apk tp di arahkan ke web biasa harusnya ya tetap di apk nya, terus mau edit profil gabisa karna tetep masuk ke beranda awal. mohon di perbaiki agar orang lain dan termasuk saya bisa menggunakan apk ini karna sayang isinya juga pada bagus dimulai pelatihan dan loker nya juga.",2024-09-19 02:55:40
1,Gilang Agustian,Baru mau masuk kesini no ktp saya sudah ada yang masuk aneh bin ajaib jadi gagal total mau masuk gimana kalau ktp sudah terdaftar padahal saya belum pernah sama sekali bikin akun/login di SiAPKERJA ini. Sangat kecewa dan tidak membantu,2025-02-04 03:26:23
1,Agus Salam,"Aplikasi pemerintah seperti sampah. Mempersulit warga untuk mencari kerja. Padahal aplikasi ini belum siap beroprasi secara normal. Contoh kasus. Saya sudah daftar tapi ketika untuk masuk malah keterangannya email dan nomor telfon tidak valid. Accch..mending perbaiki dulu birokrasi yang bobrok ini ibu ida selaku kemenaker. Jangan berkoar2 cari suara, menyuarakan visi misi. Tapi visi misinya 0 BESAR DALAM PRAKTEK.",2023-12-19 10:41:08
1,Aldrian Ryan,"Aplikasi sampah. Nik belum pernah di dafrar, malah setiap kali mau membuat akun selalu tdk bisa, alasannya Nik sudah terdaftar. Aplikasi tdk bermanfaat menurut saya. Developernya Tolol sekali, Mending hpus aja ini apk di Playstore. Menyusahkan org yg sementara mau mencar pekerjaan...",2024-05-27 06:45:29
1,Dendra saiful Yandho,"aplikasi g jelas banyak error lupa password ga bisa diubah, kode otp g muncul², sekalinya muncul kadaluarsa, bukannya mempermudah malah mempersulit",2025-07-20 10:45:49
1,putri,"Ga ngerti deh, udah download tapi waktu mau cari lowongan malah diarahin ke web mana ngeload doang web nya. Giliran cari manual di web nya, tiap mau ngefilter domisili sama pendidikan terakhir malah sama aja nge load. Susah banget carinya, masa harus cek satu-satu dari ribuan loker yang sesuai kriteria? Ayo dong masa apk&web pemerintah sakit gini, mohon diperbaiki lagi ya.",2025-07-21 15:35:53
1,Novi Yanti,"aplikasi sangat buruk ,kode otp sampai saat in tdk masuk ,katanya mempermudah pdhal malah mempersulit ,k kantor langsung malah disuruh buat online pas daftar kode otp tdk muncul aplikasi apa ini",2025-07-02 04:11:25
1,Mutiara Arini,"Saya tidak mengerti dengan aplikasi ini. Buat apa bikin aplikasi kalau ujung-ujungnya di lempar lagi ke website? Okelah, saya orang awam teknologi tapi website yang di akses pun macet, laman pencarian pelatihan tidak bisa muncul dan terus loading. Mau cari informasi pelatihan saja susahnya minta ampun. Tolong di perbaiki.",2025-07-03 01:12:20
1,langen saputro,Tidak pernah ada pemberitahuan maintenance untuk Aplikasi Aplikasi banyak sekali bug ny Saya kesulitan mengeksplor lowongan pekerjaan dikarenakan aplikasi ngebug.,2025-06-29 10:11:13
1,KRITING CHANNEL,"apk rusak, hadehh gini amat, pemerintahan kacau, bikin apk berantakan trus yg mau diunggulin apa coba, kekurangan tenaga IT?, niatnya mau bikin mudah rakyat, tpi pengelolannya berantakan gmn ini indonesia, hadehh",2025-07-01 06:40:58
1,muhammadikhsan fadil,ini tolong dong ko mau mencari loading terus yaa padahal pke wifi terus juga sama data masi banyak kenapa ga muncul ²ya tolong ya segara perbaiki sistem nya,2025-07-08 00:45:11
1,Indra Kurniawan (Indra),"Saya beri bintang satu karena menurut saya aplikasi ini tidak siap untuk digunakan. Kendala OTP yang lama untuk pendaftaran akun baru dan tidak ada verifikasi akun lama (seperti pengiriman email) kepada akun yang akan diganti passwordnya. Serta tidak menyediakan cara untuk melakukan penghapusan akun. Saya berharap pemerintah lebih baik dalam mengurus aplikasi-aplikasi buatan mereka, termasuk aplikasi ini. Terima kasih~ 🙏",2024-12-24 10:00:19
1,Pricilia Indah Pratiwi,"Bukannya mempermudah, malah mempersulit klaim JKP. Sering banget eror, kayak pengisian password dan nomor rekening, padahal saya udah mengisi sesuai datanya. Belum lagi sering eror saat foto selfie, sampai pengisian asesmen yang gagal gagal mulu, padahal sinyal oke oke aja. Call center juga susah dihubungi. Tolong ya aplikasinya dibenahi biar ga merugikan",2023-08-10 08:16:54
1,SUHERMAN,"percuma, kurang ada manfaat. saran saya buat satu app dimana perusahaan apa lagi PT wajib input info lowongan di app pemerintah ditambah si pelamar terdaftar di aplikasi dan bisa di pantau aktif kerja gak,ini bisa menghindari calo atau penipuan, sekarang era digital jadi gak perlu susahin rakyat buat beli ini itu yang sipatnya sekali pake tapi dibutuhkan lagi kemudian hari, kalo di app kan si perusahaan/HRD bisa cek resume di app",2025-05-29 07:07:12
1,Akmal Albani,"mohon maaf sebelumnya telah memberikan bintang 1,dimohon untuk aplikasinya di perbaiki ya kak, kebiasaan aplikasi dari pemerintah selalu berbelit,melilit,dan ita itu ada aja tolong banget di sempurnakan lagi semuanya ga usah bahas fitur dehh jaringan aplikasinya aja yg di perbaiki terimakasih semoga ulasan ini bisa di terima ya kak 🙏🏻",2025-05-20 04:12:05
1,Deden Zakaria,"kebanyakan BUG, Tidak ramah bagi lulusan SMK/SMA/Sederajat. Cara menggunakan aplikasinyapun masih bingung, karna untuk apa ada aplikasi ini kalo setiap mencari kerja harus di alihkan ke crome,. sayang anggaran negara dipakai untuk membuat aplikasi seperti ini yang fungsinya gajelas. ga berfungsi sama sekali buat yg lagi nganggur,.",2025-05-26 01:47:09
1,A RUEL,"email telah terdaftar, tapi nyatanya ga bisa masuk dan ga pernah daftar,aneh,selevel aplikasi negara,mirip aplikasi bocah baru belajar buat apk,banyak bug nya",2025-05-14 07:32:56
1,rizkya agnia,"apaan sih anjir bug mulu, niat mempermudah malah mempersulit, tolong dong kendalanya di benerin gitu loh, mana bugnya banyak banget lagii, udah banyak yang komplain tapi gak ada perubahannya duh aduuh",2025-05-20 04:52:26
1,saiful bahri,Udah daftar...pas mau login ke aplikasinya email salah ... nik salah... pengen daftarin ulang juga gak bisa niknya terdaftar kan aneh padahal udah reset password juga kalo blm terdaftar knp bisa reset password udah gitu niknya salah tp d daftarin ulang gak bisa kacau... pengangguran yaa di piara biar bansos ngalir,2025-05-22 17:37:53
1,RADI SANDI,"kenapa di bagian nomor 9 begitu mengisi form pencari kerja sudah pilih pekerjaan yang di ingin kan muncul terus ""THE JOB FUNCTIONS FIELD IS REQUIRED"". Jadi tidak bisa lanjut proses daftar.",2025-06-25 17:23:04
1,Cut inaaa,pas nyari lowongan di karirhub nya di arahin ke web dn ga muncul2 itu lowongan nya ngblank putih proses terus ga jelas. gimna mau cari lowongan klo apk nya aja ga jelas kyk gini. mohon di perbaiki yah.,2025-06-19 19:57:57
1,Chintya,"Aplikasi ini pas mau masuk kenapa eror mulu sih? Berkali-kali dicoba untuk login tetap aja gk bisa, tpi percuma aja ngeluh karna gk bakalan digubris sama orang penting kek kalian!!",2025-05-14 05:10:59
1,Muhammad Nabilamin,"gajelas aplikasi negara banyak bug nya, cuma daftar akun aja masuknya kaga bisa bisa apa yang mau di isi kalo kaya gitu.",2025-05-20 15:47:57
1,najwa tifani salsabiela,"saya baru isi data mau daftar pas mau dikasi kode otp lama betul ga ada muncul notif samsek, sekali pas mau ulang dibilangnya no ktp saya udh terdaftar, lah saya aja baru mau daftar belum login loh.. gimana ini?",2025-05-13 07:15:29
1,Novi Aryati,"tolong diperbaiki lagi, aneh banget suka tiba tiba keluar dari akun giliran mau login lagi malah bug gelap semua layarnya, gimana sih",2025-05-14 06:36:32
1,RA Wibowo,Jika sudah ada aplikasi ini sendiri kenapa saat klik KarirHub malah diarahkan ke Chrome? Lalu aplikasi ini fungsi nya buat apa? Yang kasih rating 5 pengguna fiktif kali ya akun bodong HAHA,2025-06-24 09:04:20
1,Maman Kosmana,aduhh dipersulit banget ini aplikasi kenapa dah gua ada kuota penyimpanan masih ada banyak gua mau bikin surat ak-1 buat kerja kagak bisa mulu heran gua akun udah ada profil dah di isi tetep aja kagak bisa lain kali pemerintah kalo bikin aplikasi yang bener lah jangan gblok,2025-05-15 05:35:43
1,Galih Arifian Rosidiq,"eror gabisa masuk aplikasi, lewat google juga gabisa, lewat email juga gabisa, maunya gimana, mau akses login aja susah, klaim pencarian juga susah, hadehhhh",2025-05-20 16:37:12
1,Ardhia Nadin,"udah daftar tapi selalu stuck di kode otp, ditunggu lama ga muncul-muncul, klik ""kirim ulang"" berkali-kali karna belom muncul, eh malah disuruh nunggu 1500 detik.",2025-05-06 01:06:57
1,Erlina Maesaroh,"demi Allah mau cari lowongan kerja ngelah banget, tolong yang buat aplikasi di cek ini kenapaa aplikasi ngelag bgt. sinyal bagus, hp juga oke, aplikasinya ampunnn",2025-06-26 13:39:32
1,Ayudya Purnamasari,ini knpa mau klaim JKP ke 3 nya kok susah amat ya..udah swafoto statusnya ditunda terus.. padahal data sudah sesuai semua.. giliran dibuka lagi kok malah ngebug apk nya,2025-05-19 05:27:57
1,Robby Darmawan,"guna nya bikin aplikasi ini buat apa gak guna banget,wajah tdk terdeteksi sudah hampir 20x trus saya harus pake muka siapa,telpon call center sudah 3 hari padahal jam kerja sibuk terussss",2025-07-23 07:41:08
1,Amelia Chandra Rachim,"aplikasinya bagus sebenernya menawarkan banyak pelatihan"" yang gratis dan bermanfaat, tapi kenapa pas klik mau daftar malah diarahkan ke web yah trus di web juga sering bgt loading"" gitu trus malah kembali ke halaman utama.",2024-02-01 00:40:38
1,Syafiil Anam,"parah sih sekelas aplikasi pemerintah loh, masa kalah sama aplikasi² lain. Seharusnya semua bisa diakses lewat aplikasi tapi ini malah diarahkan ke web mana mental mulu balik terus ke halaman awal, mohon diperbaiki lagi cari tim yang lebih berpengalaman lah. sekelas layanan pemerintah kok begini.",2024-11-28 17:14:28
1,Ricky Oerdana,"Padahal termasuk aplikasi yg di awasi oleh instansi pemerintah, tp aplikasi ini tidak berbobot. Malah berkesan mempersulit. Saya ambil contoh kasus saya , dalam hal pembuatan pasport kerja. Salah satu nya adalah ID Siap kerja ini. Berulang ulang isi form dan sllu gagal ,eror.",2023-12-16 08:53:18
1,Unlucky Player,Mau verifikasi gak bisa-bisa!! Udah nunggu dari pagi sampai Sore duduk berjam-jam gak ada hasilnya dikarenakan Kode OTPnya gak muncul-muncul!! Udah komplain di MALL PELAYANAN PUBLIKnya pun cuma dikasi tau harus verifikasi dulu!! Ini gimana mau verifikasi kalau kode OTPnya aja gak ada yang masuk ke SMS 🤡🤡🤡,2024-12-10 22:41:24
1,Anita Adelia,"Percuma dong download aplikasi klo masih di arahkan ke web nya??? Mana webnya lemot parah. Web nya aneh! Yakali habis loading trus gk muncul apa-apa malah balik lagi ke menu utama. Mau buka skillhub aja susah, pdhal penting.",2024-01-19 03:22:46
1,Dodo Zakaria,Masih banyak kekurangan.untuk menu hapus akun tidak ada.menu pengaduan juga tidak bisa di klik.dan untuk konsultasi mengenai beberapa kendala sulit untuk menghubungi admin Kemnaker dikarenakan tidak adanya kontak yg bisa dihubungi.saya mempunyai kendala lupa pasword dan nomor telfon yang terdaftar di akun kemnaker sudah tidak aktif dan saya tidak bisa login ke akun saya.sampai saat ini belum ada jawaban dan solusi dari pihak Kemnaker.mohon untuk lebih dipermudah lagi pelayanan nya.,2023-03-02 12:26:42
1,ardian eka,"Sudah coba daftar ketika verifikasi nama ibu malah keterangannya ""Terdapat beberapa data yang tidak cocok dengan NIK yang kamu input"", tapi tidak ada penjelasan data yang mana? Padahal semua proses pendaftaran sudah sesuai, tidak ada kesalahan. Ini solusinya bagaimana pak/bu?",2024-08-15 12:08:48
1,ANDRIE MR,"Aktivasi via OTP NO. HP malah dikirim via email.. kita nungguuiiin kenapa ga dikirim-kirim ternyata via email. Ga bener. Sudah aktivasi mau masuk lihat profil, malah disuruh nunggu lagi siapkan profil.. aplikasi blukutuk-blukutuk, muter-muter.. nunggu bermenit-menit ga jelas. diulang lagi. Sama aja disuruh nunggu ga jelas. PHP.. Aplikasi buruk. Ga siap koq dikeluarkan... Dari semua ulasan yang saya baca, Sang Developer ga ada balas komen. Tdk tanggung jawab sama aplikasinya. Manajemennya buruk",2023-05-14 07:55:13
1,Zul fhiqar,"Sangat kecewa.. Udah daftar pelatihan kerja di bpvp samarinda, gak ada konfirmasi sama sekali via apapun, tahu2 udah ada peserta lulus seleksi, ada postingan pula klo tgl 25 oktober sedang ada proses seleksi online & offline, mana?? Sy aja gak di hubungi sama sekali. Gak transparan ini seleksinya. Percuma ini aplikasi.",2023-11-03 06:43:23
1,Faiza Indiarti,"Maaf APKnya jelek, masa iya buka aplikasi malah dialihkan ke web. Ya kalau gitu di web aja udah bisa, ga perlu download aplikasi lagi lah. Webnya juga jelek, pas lagi nyari info pelatihan yg keluar malah layar putih doang",2023-09-20 02:46:15
1,Cahyana Ajz,"buka link via web buat lapor atau aduan disuruh unduh app nya, oke, unduh, buat akun, masuk, klik menu lapor/aduan malah masuk lagi ke web, trus malah disuruh login lagi.. trus fungsi lu apa sebagai aplikasi..",2025-03-20 10:42:29
1,Febrian Maulana,"buruk sekali, padahal saya butuh pelatihan kerja Aplikasi tidak mendukung pada saat mendaftar pelatihan di skillhub, padahal saya sudah lengkapi profil, sangat bad sekali program ini, lebih baik tidak usah bikin program aja sekalian.",2025-03-17 01:50:27
1,Nopia Hasanah,"baru juga mau daftar malah tidak bisa padahal semuanya sudah benar bahkan email pun sudah benar tapi tetep saja ada tulisan email yg dimasukan salah,mau lewat apk ataupun web sama saja",2025-04-06 15:11:30
1,Romli Syaid,"pengajuan pertama tgl 02 Febuari sukses pengajuan ke 2 tgl 02 Maret ditolak , karena alasan yg gak masuk akal .dengan keterangan anda belum melampirkan surat pemberitahuan PHK dari pengusaha sedangan file tersebut sudah menjadi syarat utama .makanya bisa kleim yg pertama . kan ANEH 😒 terus mau upload lewat mana .gak ada petunjuk nya 😫",2025-04-08 14:55:05
1,arizky fariadmono,apk belum jadi sepenuhnya malah di rilis yaa gini nih banyak bug masalah sana sini. bukanya berbenah memperbaiki kesalahan malah menghilang.,2025-02-01 01:50:45
1,Budi Awan,"pantesan dapet rating rendah, pemeliharaan aplikasinya jarang sekali, BUTUH UPDATE SOFTWARE AGAR BUG2NYA DI HILANGKAN!!!, MAU NEGELENGKAPIN PROFIL AJA LEMOT BENER AKHIRNYA STUG DI SITU G BISA DI LANJUTIN LAGI, DAN PADA AKHIRNYA KELUAR DAN TIDAK MENGHASILKAN APA2",2025-02-18 10:24:58
1,Free Graft,"hekh, ini apk, saya belum pernah mendaftar, kenapa pada pengisian no.ktp saya sudah terdaftar, trus saya mesti tanya kemana ya? kecewa euy, tolong ditanggapi ya, terimakasih 🙏🙏",2025-05-18 23:43:11
1,Muhlis E.I,"terlalu ribet apknya, klik karir di arahkan ke hal web, gak ada menu pencarian berdasarkan wilayah seperti di apk sebelah sebut saja job streed",2025-06-07 16:26:23
1,Sal Salimah,"Gimana mau ikut pelatihan kalo mau login aja ngga bisa, setiap mau masuk infonya nik sudah terdaftar, pergi ke pusat bantuan biar dapet solusi malah blunder karena kalo mau mengajukan pertanyaan atau apapun itu harus log in dulu. Di tunggu updatenya semoga segera di perbaiki agar bisa berjalan sesuai fungsi.",2024-12-13 08:13:15
1,Ilham Ramadhan,"pemerintah kalo bikin kya gini ngasal ngabisin anggaran doang fungsi nya ttep ga jelas, menang d tampilan doang apalikasi error, loading lama, terputus internet padahal konek ke wifi developernya gaji buta, terakhir update 14 januari 2025, ini udah mei 2025 ngapain aja??? perbaikin katanya mau mempermudah mencari kerja?",2025-05-20 05:22:47
1,Wildan Gusnaldi,Untuk apa unduh apk jika pas nge klik pindah ke web ditambah ketika klik ikut pelatihan kok gak muncul muncul ini gimana ya apk yang berbau gratis dari pemerintahan selalu tidak di urus dan di biarkan ini gimana dah solusinya dong bung anggaran beasiswa nya di kemanakan dimakan siapa,2025-02-06 04:46:18
1,Ersan Praseta,Kenapa tiap aplikasi dr pemerintah kebanyakan ga berguna. Developernya yg ga becus atau cuma permainkan orang aja. Pdahal ini penting buat orang banyak. Daftar sekarang harus serba online tapi dikasih fasilitas minim. Terima kasih udah bikin php dan pusing banyak orang.,2024-01-10 07:05:18
1,Raza. N92,"tidak pernah benar kalau pemerintah bikin aplikasi, masa sudah ada apk nya tetap nyari loker diarahkan ke website. Buat apa bikin aplikasi HAHHH!!! Loker nya juga basi semua ada yang 3 bulan yang lalu, ini jarang di refresh atau gak ada yang naruh loker di apk ini.",2024-11-18 08:52:19
1,ir maulana,"membuat kartu kuning sangat susah sekali, bukannya mempermudah jadi malah tambah sulit tambah lagi jaringan server susah",2025-06-05 05:00:12
1,Imam Jazully,"aplikasi buruk, gabisa bikin akun. pake data dan wifi pun sama aja gabisa. buat akun diarahin ke google chrome tapi hanya putih gada arahan yg lain",2025-05-17 04:33:00
1,Pascal Alif,"tolonglah apk nya di benerin, masa daftar akun aja eror mulu, dtg ke kntor disnaker gk boleh buat kartu kuning manual hrus dr apk tp apk nya aja gak dukung begini. minimal klo emng apknya gk suport tu ada solusi buat manual.",2025-05-14 05:56:24
1,Agung cahyadi,"aplikasi cacat, tidak bisa digunakan, setelah daftar tadi bisa login, bener"" cacat, anggaran besar bikin aplikasi gak bener",2025-07-24 15:56:00
1,Andar Petra Marbun S.H.,aplikasi cacat kenapa langsung di launching sih?. sekelas aplikasi punya pemerintah banyak bug nya 🗿 tolong d perbaiki lagi. verifikasi wajah gagal terus.,2025-07-24 07:14:22
1,Sporagatto,Mau lewat App ataupun website tetap error sekarang skillhub cuma blank doang loading gak beres beres. padahal 2023 masih kebantu adanya skillhub,2025-07-07 12:04:43
1,Arya Hidayatullah Arya,"niat mau bikin kartu AK1 via online terus tinggal ke disnaker ambil kartu ini malah APK nya lagi yg sulit klw belum bisa bikin apknya sempurna mending nga ush di luncurkan dlu,masa apk milik pemerintah begini malu2in banyak mulu kendala nya itu org pusat pada kerja nga sih masa urus ke beginian kaga becus masa tiap mau di pake ini apk ada masalah terus mending lu pada risegn aj",2025-07-02 07:00:48
1,Esteriana C S,aplikasi rese udah verifikasi disuruh verifikasi ulang mana lemot lagi ga bisa loading kalau emang ga bisa bikin aplikasi ga usah pake aplikasi mau klaim aja diperibet,2025-05-20 04:36:18
1,Gita Aprilisa,"sekelas aplikasi negara kayak aplikasi buatan bocah yang coba coba, dikit dikir error, pas error di suruh buat laporan, pas mau laporan error juga, apalah, persulit orang aja",2025-05-20 14:21:35
1,Afif Fauzi,Aplikasi macam apa ini tidak ada update terbaru lowongan kerja serta tidak ada perbaikan aplikasi tahun demi tahun. Di kritik bukannya jadi lebih baik malah jadi lebih buruk ! 🤮😡,2025-02-06 08:31:39
1,Catur Gilang Hariadi,ini aplikasi yang paling buat ngakak. tiap ada program dilarikan ke pencarian web. padahal udah basic aplikasi tapi rasa download web. entah kenapa aplikasi buatan pemerintah selalu gak beres,2025-06-03 05:01:23
