score,user,message,date
1,Naila SN,"Disuruh daftar pke apk, kode OTP gk nongol di email dn nomer hp yg terdaftar, gmn bs verifikasi akun, bs cm log in di beranda apk, gk bs log in ke akun. Tolong di benerin dlu apk nya.",2023-06-14 13:22:04
1,Ah Sa,"aplikasi sampah nggak berguna, aplikasi nggak sampai 100mb nggak bisa dibuka diram 2gb, giliran dibuka diram 6gb dan daftar katanya NIK sudah terdafta,padahal baru daftar sekali ini saja, developer tolol mending turu saja nggak usah dimasukin tim aplikasi. asal anda tahu anda sudah menyengsarakan orang banyak lewat aplikasi anda.",2023-12-15 09:36:04
1,27 Rediansyah,"Bukannya mempermudah malah lebih mempersulit. Tolonglah ini aplikasi pemerintah loh, dibayar pake pajak yg kami bayarkan, mau registrasi aja sulitnya luar biasa pas masuk aplikasinya leletnya minta ampun, pleas lah diperbaiki",2023-04-27 08:20:03
1,Ryan Mizuki,"Gni amat yha klo pemerintah buat aplikasi, cmn mentingin cuannya, saya lupa password pas mau d reset otp d kirim ke no HP, tapi no HP sudah tidak aktif, seharusnya di sediakn pengiriman otp ke alamat email, d hubungin via email ampe skrng blm ad respon, padahal perlu banget buat daftar pelatihan bahasa buat magang ke Jepang, sungguh kecewa banget sma aplikasi pemerintah, yg hanya mementingkan cuan...",2022-12-19 13:11:14
1,Shindi Yolanda,"Gimana login nya ini, email sama pasword salah terus, ngirim verifikasi katanya udh terkirim tapi di email dan no hp saya tidak ada, padahal lagi urgent mau bikin kartu kuning buat nyari kerja. Mohon di benahi app nya",2023-06-14 17:34:51
1,Natalie Jerand,"Mau ikut pelatihan malah diarahkan bolak balik website dan aplikasi. Tidak membantu sama sekali, aplikasi bertele tele. Jangan di download karena gak bisa ngapa ngapain.",2025-04-03 14:38:34
1,Rizal Pratama,"aplikasi ampas gak bisa login, pas udah login ke logout muluu, bulak balik ke browser lagii, aplikasi gak guna",2025-05-26 23:35:28
1,Ade Rohman,"Tampilan aplikasi lebih baik model dulu, di aplikasi uang berhasil di klaim namun di saldo atm ga ada tolong itu kan hak kita jangan di embat juga.",2024-03-11 01:45:30
1,Moch Husen Hadi Legana,"Saya lupa password dan berniat mengganti passwordnya , tapi otp terkirim ke np.hp yang udah lama ga aktif dan ga bisa dialihkan ke email , udah coba hubungi via email sama dm ig ga ada tanggapan , not recommended",2022-10-21 17:32:04
1,Ardo Indri,"Klaim ke 5 keterangan sudah cair,tapi saldo tidak masuk,sudah email tidak ada jawaban,datang langsung ke kantor BPJS ketenagakerjaan disuruh nunggu,masa iya uang segitu di kentit juga😂",2023-12-24 19:23:03
1,Tumpal Divito Siregar,"Pas saat daftar, malah berhenti di konfirmasi kode OTP, tapi tidak masuk padahal nomor hp yg didaftar sudah benar.",2025-06-25 23:08:57
1,Bayu adi Luhung,"Perasaan saya belom pernah daftatm akan tetapi ketika saya pendaftaran, nomor nik sya sudah terdaftar. Klo memang sudah terdaftar. Bgaimna log in nya. Ga bisa looo",2023-04-07 04:58:11
1,Rizky Mahatma,"saya mau membuat surat ak1, tapi fitur scan qr di aplikasi ini loading tidak beres beres padahal jaringan lancar",2025-06-13 13:30:55
1,dhona_triani,"Aplikasi tidak membantu sama sekali tidak bisa klaim JKP, padahal udah punya akun sudah bisa login tidak ada menu klaim JKP",2025-07-03 09:47:59
1,ridho rizky,"aplikasi ngebug, keluar masuk, masukin sandi sama email ntah brapa kali, gk ada perbaikan kah dri dulu kek gni trus.",2024-03-15 02:36:26
1,SG2 GURUN POLOS AIPREAL17,Tolong sediakan lamaran pekerjaan yang layak sesuai dengan tingkat sekolah. Klaim manfaat bulan pertama dan kedua gak ada masalah. Giliran yg ketiga malah nyangkut entah kenapa. Heran !!!!!,2024-05-23 02:32:53
1,Ota Rockaffella,"Aplikasi gimick doang, ga heran lah, sama2 dari pemerintahan juga, gajelas. Kalau cm bikin web aplikasi mah anak SMP jaman sekarang juga bisa. Gak bermutu banget, sumpah",2025-03-24 00:01:42
1,Renanda reza cahyono,"Parah, alamat lokasi tempat tinggal tidak ada di aplikasi!!! Aplikasi kurang lengkap , lokasi sesuai ktp tidak ada parahhhhhh!!!",2025-02-12 11:30:32
1,Sigid Haryo,"oiiii, sistem diperbaiki dong, ini buat nyari kerja di suruh pake aplikasi ini, malah aplikasimu rewel, susah amat cari kerjaa. pantes negara miskin, orang cari kerja aja di bikin susah.",2025-04-08 06:27:41
1,Idas Nurazizah,"Mohon maaf saya kasih bintang 1 dulu, aplikasi ngebug, gabisa login, verifikasi susah. Tolong bantu perbaiki segera utk aplikasi pelayanan publik ini. Terimakasih.",2024-03-04 03:29:15
1,Fahrizal Rmd,apk yg layaknya demo gini ga ada perbaikan.mau verifikasi aja kode nya ga kekirim 3x diulang nomor udah bener pun ga ada kekirim aneh!!!,2025-04-15 07:11:29
1,Mida Sari Ina,"gini banget aplikasi sekelas pemerintah. mau ikut pelatihan, ngeklik menu2 nya malah diarahin mulu ke web. trus fungsi lu sebagai aplikasi apa? (bertanya dgn nada emosi)",2025-04-05 23:44:26
1,Norufatin Andoriani,"sudah terdaftar, tapi tetap nggak bisa login, dengan cara mail dan identitas titas diri tidak besrhasil",2025-04-09 08:28:19
1,dodot ag,"Aplikasi sangat buruk, sudah memasukkan data sesuai identitas malah nggak kebaca, padahal data saya sudah update di dikducapil.",2023-08-28 07:03:58
1,Eka Tama,"Udh reset data ttp kamera nge bug (layar full item), dr browser laptop juga udah tengok kanan kiri atas bawah tetep ga berhasil juga 🫤😮‍💨",2024-04-17 12:14:23
1,Adi Saputra M,"Pengen tanya nih. Gunanya aplikasi apaan ya ? Pasti tau dong gunanya aplikasi ? Orang"" download aplikasi itu untuk mempermudah, bukan mempersulit. Orang download bertujuan agar simpel dalam mencari pekerjaan, terutama melalui HP. Bukan dialihkan kembali ke situs web, percuma doang ada aplikasi kalo di alihkan ke web. Mending gk usah bikin aplikasi, buanh"" duit aja. Kasian orang yg hpnya sulit cari kerja dari web",2023-07-12 11:43:44
1,Rizal Fauzi,"Parah sih. Aplikasi pemerintah kok gini amat, sering blank, kode otp sering g bisa, banyak sekali kekurangan pada aplikasi ini, padahal anggarannya g amin2. Aneh",2023-07-07 06:22:47
1,HUNTER GOKIL,Sudah mendaftar ngasi persyaratan untuk PMI.hampir selesai malah layar putih muncul..dan kembali ke menu utama..sudah sampai 5 kali ngulang..bikin kesel..,2024-10-01 05:39:30
1,Angga,"Aplikasi banyak kekurangan, kendala Login yang lama, banyak delay sulit diakses walau memiliki internet yang lancar, mohon ditingkatkan lagi aplikasinya",2024-05-19 11:48:57
1,Bad influence,"Pendaftaran ribet, aktivasi kode OTP dari 4 hari yg lalu gk pernah masuk k no telpon. Ini aplikasi dari pemerintah loh, masa jelek banget mungkin dananya habis d jalan. BUTUT BLOG.!!",2023-06-29 11:03:30
1,Berta Ariyantoro,jelek banget. knp harus dialihin ke chrome sih kalo udah punya apk nya!? bug parah,2025-07-20 02:49:04
1,M.FebrianJaya H.T,"pas dibagian nyari pelatihan selalu error, loading mulu kga selesai selesai, gini amat kualitas apk buatan pemerintah Indonesia",2025-07-23 11:08:53
1,MUHAMMAD RISQI HIDAYAT,"nggak bagus banget ini apk kena bug mulu aneh aneh otp nggak pernah masuk, kalo nggak niat bikin apk nggak usah aja buang buang dana bro",2025-07-14 17:02:28
1,lutfi coy,sengaja emang mempersulit. pengajuan klaim ke 6 di tolak terus. padahal foto jelas2 terang gak blur,2025-07-16 01:50:09
1,Reza Susandi,"aplikasi bobrok, masa mau buat akun aja gak bisa di buka. aplikasi pemerintah memang selalu bobrok",2025-07-15 04:34:08
1,Azjij Saputra,situs sama apk nya kenapa nomer nik sudah terdaftar tapi Tidak bisa masuk,2025-07-10 03:30:50
1,fasyral hasbi,aplikasi apa ini cuman abisin anggaran negara doang tidak bisa daftar sama sekali uang negara habis ga berguna,2025-07-02 02:26:28
1,Dea Paradila,"kurang gercep, loadingnya lama banget bikin tensi naik",2025-07-09 03:06:26
1,Rudi Oct,mohon diperbaiki aplikasinya. saya sudah mencoba puluhan kali tapi masih saja belum mendapatkan kode OTP nya. tolong dipermudah untk mendapatkan kode OTP verifikasi nomor hp.,2025-07-02 06:30:29
1,Raya Adzami,APK APASIH INI? otp ny kok ga masuk' gje bnget! niat mau simple buat via online malah dibikin darting duluan.,2025-07-02 06:20:59
1,Muhamad Said,saya mohon ijin untuk uninstall aplikasi ini karena tidak ada manfaat dan untuk masuk ke aplikasi sangat lemot... mohon untuk data saya di hapus,2025-07-05 03:14:23
1,Muhammad YASYFI F,saya tidak pernah daftar apalikasi ini tapi nik saya sudah digunakan kok bisa. ini aplikasi pemerintah loh kok bobrok begini,2025-06-29 00:19:45
1,Saya Siapa,Lebih bagus apk yang dulu dari kemnaker juga. Makin kesini bukanya makin bagus malah makin mengecewakan. Padahal mau ikut pelatihan hhhhh,2024-10-20 04:16:22
1,Xbusana3 Faridatul,"Aplikasinya bermasalah ,klaim jpk ditunda tetapi membuat aduan sejak 14-1-2024 sampai saait ini belum ada respon dari helpdesk jkp , padahal satu2nya mengklaim caranya lewat aplikasi siap kerja",2024-02-03 04:57:42
1,26_NIZAR ALWI RIZKILLAH_XI TPTL,ini gimana si programmer yang bikin aplikasi nya kalo ada fitur foto tak tambahkan,2025-07-08 04:10:11
1,GEN ZX,tolong di perbaiki lagi ini aplikasi ga bisa di buka sama sekali mental terus!,2025-07-04 06:34:48
1,Arise Wahyudi,"Saya baru download dan pasti blm pernah register, tapi katanya email, no hp, sudah terdaftar, saya samakan sengan jmo jiga gk bisa, ini apk buat apa sebenarnya.??",2024-02-11 13:25:15
1,Hardin A P,"Aplikasi SIAPemosi kalo gini caranya, alamat dah bener sesuai KTP malah msh tanda silang. LAWAK!!",2025-02-27 11:34:02
1,Ricky Andri,"Aplikasi gak jelas. Program JKP program pemerintah yg gagal. Ngurus JKP susah. Saya pulang kampung untuk ngurus JKP. Sampai dikantor disnaker Ternyata gak bisa. Harus ngurus di disnaker dikota tempat kita bekerja. Bukannya udh online? Bukannya upload JKP nya juga online? Kenapa minta surat rekomendasi nya harus dari kota kita bekerja? Aneh, program pemerintah yg gagal. Aplikasi juga susah diakses. Mau cairin JKP juga blank warna putih terus.",2023-11-06 17:07:44
1,Nanda Full cream,"Suruh verifikasi akun tapi kode OTP nya gk masuk"" Padahal nomer HP nya juga aktif, udh di coba berkali kali tetep aja gk muncul kode OTP nya ini gimana bukanya tambah mudah malah tambah nyusahin",2023-07-19 07:26:00
1,Indra Yanto,Aplikasi gk jelas masa kita mau ganti akun aja harus ke google dlu knp gk di aplikasi nya... Yang bikin aplikasi telor sekolah doang tinggi pintar kaga masih banyak kurang nih... Aplikasi,2024-02-11 13:47:50
1,Risqi Ramadhan Wahyu Gemilang,"aplikasi gaada gunanya, mau ngisi alamat aja susah ga bisa nulis sesuai tempat, gimana mau maju kalau sistemnya aja kayak gini.",2024-04-30 23:54:15
1,PoPo Gaming,Filter lokasinya ga ngaruh Aplikasi nya payah. Promosi ke blk-blk kalau ga jelas ga usah promosi Recruitment nya ga jelas Milih kota juga ga ngaruh Payah dah pokoknya:),2022-12-03 09:29:10
1,Juliant Musthafa,"Aplikasi Pemerintahan seburuk ini. setiap pilih menu apapun akan diarahkan ke website, mutar muter terus dari website balik ke aplikasi balik ke website lagi. Pertanyaan saya adalah: Apa tujuan aplikasi ini di buat? Apakah pendanaan aplikasi juga di lahap si rakus? Sungguh aplikasi di bawah standar.!",2025-06-15 11:34:11
1,Reska Aprilliandini,"selalu gak bisa kalau mau amnil foto, masa tiap mau pengajuan harus di uninstall lalu install ulang lagi, tolong di perbaiki karena penting, terima kasih",2025-06-12 12:48:37
1,Fathimah Dzahabiyyah,pdhl blm pernah daftar ko tiba2 NIK KTP udh pernah daftar.. gimana coba itu .. aneh tapi nyata,2025-05-19 01:22:26
1,Rizki Ananda,anehh pencarian lowongan loading muluuuu.. kaykamana aplikasi pemerintah ini bisa di katakan layak bagi pelamar? kualitasnya buruk gini.. saya sudah sebulan menunggu tetap seperti ini aplikasi busuk,2025-06-26 08:54:38
1,Rotani Gete,"apk tidak berfungsi dengan semestinya.. mau mengklaim jkp apk ny pura"" ga da sinyal ..",2025-05-15 06:33:11
1,Laila Sakilah,aplikasi nya ga jelasssssssssssss mau cari info lowongan kerja malah ga d tampilkan anehh ni apk nya anehhhhhh,2025-06-14 04:36:50
1,Fadillah Tya,aplikasi apa ini uda punya akun tb2 keluar sendiri sering kali keluar sendiri mau nya apa coba berkali2 masa mau masukin id sama kata sandi lagi,2025-05-03 00:24:34
1,KCL.Channel,"Apk gak jelas masak kode OTP saya gak masuk"" gimana ini udah 2 hari udah saya ulang"" nomer handphone aktip tapi enggk dapet SMS kode,kalo gak niat bikin apk gak usah bikin njir,gua juga mau daftar kerja luar negri ini apk gak kena terus gua gimana ini gak bisa bikin paspor gua,apk gak jelas",2023-07-25 06:56:38
1,MUHAMMAD ARIFIN,kenapa ketika saya daftar gak ada negara domisli untuk indonesia kan saya tinggal di asia tenggara indonesia aplikasi mengecewakan,2025-05-11 04:22:32
1,Ibnu Mubarok,Ga jelas kebanyakan bug. aplikasi ga guna sama sekali. Terpaksa download karena buat persyaratan kerja njingg..,2025-05-17 05:53:42
1,Jahran Arifin,gak jelas ni aplikasi lokasi aja banyak gak ada apa lagi pas masuk ke aplikasi nya suka keluar sendiri aneh,2025-05-17 05:34:32
1,Sovi Aja,mau cari kerja yang cepat malah bolak balik app ke crome login mau ikut pelatihan gabisa bolak balik terus app nya gimana sih,2025-05-09 03:28:41
1,Idris Hermawan,aplikasi ga bisa untuk upload dokumen untuk program kerja ke luar negeri.aplikasi buatan pemerintah kayak aplikasi buatan anak TK,2025-05-18 13:18:39
1,Rangga Bot,"mau buat akun ga di kirim kode otp nya mana data pribadi ku udh di foto lagi sialan, aneh nya ga bisa di sambung ke cs nya langsung, kode otp tidak Ter tera jelas di kirim kemana, trus aku mau pencht laporan susah nya minta ampun kesel banget dh mana aku harus pke ini nanti KLO kerja",2025-06-26 13:51:16
1,Yyy Oop8,padahal sudah diisi semua data² tapi ttp tidak ada centang hijaunya / terverifikasi,2025-05-17 10:43:55
1,Aii Ai,"aplikasinya kok lemot , di web resmi nya juga lemot , tolong dong perbaiki kualitasnya",2025-05-19 07:38:00
1,OxyGame,Berapa dana yang di kucurkan? Kurang banyak? ini mau klik tombol daftar akun aja gak bisa. Gak tau deh mau selawak apa lagi,2025-05-19 03:29:04
1,Wimpi Wibisono,"aneh,manfaat tunai di beda2in,padahal saya daftarnya bareng temen,tp ada yg udah duluan ada yg belakangan..",2025-04-30 10:59:45
1,Nanda Apriyayudi,apk yang aneh...ampyunnnnn ini niat membantu masyarakat atau tidak ya?😂 kenapa setiap apk dari pemerintah selalu error😂,2025-05-20 03:46:51
1,Umar Ramadan,"ga jelas sumpah, ini aplikasinya apa emang server, tiap kali di filter ga muncul"" dah",2025-06-07 21:06:26
1,ya yaa,"gajelas ngelag mulu padahl internet lancar, duh tolong ya di tingkatin lagi kualitasnya masa apk untuk layanan masyarakat kaya gini",2025-05-19 05:59:32
1,Tatang Kusdinar,"Aplikasi bapuk, semua aplikasi pemerintah gak ada yg beres udah daftar online maupun offline sama aja amuradul aplikasih ngehe gak jelasssssss........",2025-05-14 04:46:50
1,4. Allessio Keith Satura,"system lemot dan banyak bug, terlalu ribet jika tidak segera diperbaiki",2025-05-22 10:08:12
1,Angga Hendrayana,apk nya kok malah gk bisa di akses muter muter doang pdahal sinyal nya bagus,2025-05-19 06:55:46
1,Nayla Amalia,"bukan mempermudah malah mempersulit, padahal wifi nya lancar",2025-05-17 12:07:39
1,Rijal NAM,"aplikasi lol, yg bikin juga.msk mau memperbaharui akun gk bisa pdhl udah sy ikuti detail langkah2nya giliran mau lapor minta bantuan gk bisa gimana sihh",2025-06-11 14:03:52
1,wahyu chory,Aplikasi Tersampah bukan mempermudah jadi sulit karena kualitas aplikasi yg ngeblank terus,2025-05-15 06:02:11
1,Naidah Fatmi,"tolong dong knp ini kode otp nya ga muncul"" tolong di perbaiki aplikasinya",2025-06-26 15:24:24
1,Arif Reyfan,aplikasi gak jelas mau bikin akun aja susah banget kode OTP nya gak ke kirim² dari tdi hadehh,2025-05-21 12:42:18
1,adzen fazri,apa sih nih aplikasi udh di download mau klik aplikasi nya stak doang di logo doang padahal jaringan lancar,2025-05-20 14:18:26
1,Alin Benteng,"Mau buat akun kode otp nyangkut nth dimana, udah ""kirim ulang"" berkali-kali, ujungnya malah nunggu 1600 detik. Ini niat bikin aplikasi apa emosi?",2025-05-09 07:39:53
1,Dimas Ananda,"force close, setelah login layar langsung hitam,dan disuruh login lagi begitu terus menerus tidak ada solusi kah?",2025-05-17 05:13:46
1,zal 8901,"nggajelas, mau daftar buat akun malah yang keluar cuma tampilan putih kosong selayar",2025-06-05 05:00:08
1,Alim Beni,kenapa tidak bisa login akun pekerja jaringan sudah bagus tolong di perbaiki lagi bos,2025-05-19 06:13:54
1,Rafli Aditya,"ribet banget ini aplikasi, isi data nya sudah semua saya isi, tapi sering Ngebug",2025-05-19 02:03:45
1,Sasuke Kecoa,Gangguan server terus. Tolong di perbarui dong apklikasi nya - _-,2025-05-14 05:25:46
1,Iqmal Nur Afiat,"kode otp gk pernah muncul dan banyak bug,mantap👍",2025-06-27 02:35:03
1,brilliant pasyifa,ini gimana ko alamat nya kurang lengkap kenapa tidak ada tambun selatan di daerah kabupaten Bekasi. tolong di perbaiki lagi,2025-06-19 07:54:47
1,Refanendra Faddo,kode otpnya mana ga masuk masuk? giliran coba ganti device nik sudah terdaftar. makan gaji buta aja taunya,2025-06-08 06:58:12
1,Arung L.M,"aplikasi payah udh ada akun gabisa login disalahin trus,kebanyakan korup bikin apk ga becus",2025-05-01 17:00:04
1,Rizky Azpra,belom pernah daftar tapi nomor nik ktp udah terdaftar gimana ceritanya ampun dah ah,2025-06-21 06:54:40
1,winner jncok,kasi bintang 1 dulu... saya lagi mengalami masalah saat login ke akun siap kerja saya.. dan sya melakukan pengaduan.. di berbagai akun sosmed siap kerja kemnaker... tpi saya menunggu semua respon slama berbulan bulan.. tapi gada respon sama sekali... bahkan di web resmi kemnaker.go.id,2024-03-25 03:51:15
1,Azizah Annur,aplikasi setelah diupdate malah ga bisa login dan udah klik kendala login tetep aja error.. gajelas banget ini aplikasi.,2025-01-07 08:03:18
1,kembaran,Aku mau buat ap skill hub kalau hanya di kota tertentu org cari skill buat cari kerja bukan habisin uang ngapain.yg merata kalau buat skill hub masa daerah saya nggak ad masa harus keluar kota uang ini lo kami bukan cari skill buat bersenang-senang tapi cari kerja walaupun udah ad pelatihan belum tentu keterima kerja buat yg bener katanya mau maju sdm ini nggak maju-maju,2024-08-06 09:44:21
1,Koko Milan,"Ini kenapa jadi beda,susah masuk dan saya coba masuk ke browser lalu pas udah bnar masuk kenapa jadi balik lagi dan saya coba lagi masuk tapi kagak bisa masuk,apa maksud nya.",2023-11-29 06:13:44
1,Langit Saga,"Payah, ga bisa upload berkas. Daftar aja malah muncul ke website, klo gitu ngapain ada aplikasi. Iya kalo gampang, ini g muncul forum pendaftaran.",2024-03-14 02:50:04
1,faiz alwan,"Pemerintah kocak bikin aplikasi busuk ga modal banget, jkp program bagus, kemungkinan juga bagus buat jd ladang korupsi, makannya sistemnya ancur, sering error, tolol, cuih.",2023-08-18 18:00:34
1,Red Fear,"Ini untuk formalitas aja supaya diliat kerja, apk gj, server down mulu, daftar error' mulu, intinya klo kalian ingin kaya jadi orang pemerintahan bre, kerja dmn lagi yg bisa santai2 duit tetep ngalir",2024-08-17 22:49:41
1,Muhamad Rafi Hakiki,"Hasil asesman gapernah muncul, udah selesai padahal. Nihil dan useless. Pada akhirnya cuma jadi aplikasi yang terbengkalai.",2023-05-10 12:07:24
1,Mulyadi,Baru mau pencairan yg ke-3 ehhhh ada pemberitahuan....Program JKP telah selesai karna km telah bekerja. D saat org lg kesusahan dan d persulit smoga ada balasan nya.,2023-11-19 09:27:01
1,Heru Irawan,"Parah, pengalaman kerja bisa ditambah tapi gabisa di edit atau dihapus. . gimana kalo ada typo atau salah ketik ? Gabisa dibenerin dong",2024-01-31 03:41:17
1,Arip Sumpena,"Tidak bisa mengubah nama di akun siapkerja, sudah dicoba berulang2 tetap tidak berubah, bagaimana solusinya? Kalau bisa berubah, saya kasih bintang 5",2023-01-26 04:56:57
1,Tinton Suwandi,"Kenapa dengan aplikasi Siap kerja ini tidak akurat padahal email,no hp,data2 sudah d masukin tp jawaban nya no hp,email tidak terdeteksi,gmna coba apa solusinya",2023-06-08 10:46:15
1,Muhammad Reza,"padahal udah isi assessment dari kemarin tapi masih aja muter"" nunggu hasil assesment keluar. tolong klo cari developer yang mahalan dikit jangan amatiran dipake. makanya ini aplikasi bug sana sini. ga jelas",2023-06-08 00:42:02
1,Fahmi Abdul A,"Saya baru pertama kali daftar, ko nik saya udah terdaftar, giliran saya log in ada pemberitahuan nik/email/no hp blum terdaftar. Kudu kumaha iyeuh",2024-04-05 16:11:23
1,achmad Fadilah,"Aplikasi gak jelas bikin ribet baru klaim tahap 1 ,pas mau klaim tahap 2 sudah bekrja , sudah minta bantu untuk perbaiki lewat email tetap ajh masih blum berubah ,emng dasar yah ajh gak bisa bantu ..",2023-11-21 07:23:09
1,Taryono,"Pemerintahlah yang apa2 maksa banget buat serba digital, apa harus ngisi email, apa2 harus serba aplikasi nggak taunya aplikasnya nggak bener.",2024-07-19 07:56:23
1,Rhalisa,Bisa bisanya pengajuan ulang tapi pas post file pdf ga bisa udah dari siang sampe mahrib gada yg ke upload satupun maksudnya apa tolong. Maghrib bener ni apk🗿,2024-07-12 11:25:26
1,tia sintia,"Bukan mempermudah, malah jadi ribet.. Klaim jkp saya jadi hilang tiba² jadi isi survey. Padahal saya blm kerja. Jadi hanguslah. G*bl*k",2023-11-02 13:50:59
1,Coman Son,"Ini kenapa ya? Saya sudah isi semua ""lengkapi profil"" tapi pas saya isi keahlian malah gak bisa dikirim tolong diperbaiki apliksinya",2025-01-08 15:01:30
1,DELANA SAEPUL HUSNA,Ini gada yang bisa pake apk ini kah.. aku juga sama ga bisa padahal belum daftar tapi pas masukin nama ibu katanya udah terdaftar,2024-11-15 16:35:00
1,Umar Muiz,"Dari dulu kalau pemerintah buat aplikasi gak pernah niat. Percuma buat aplikasi, kalau tiba² masih sering dipindah ke chrome.",2024-09-30 10:52:55
1,Sinta Ayu Nadilla,"Aneh bgt, pencet ikut pelatihan malah balik ke beranda terus. Gak di web gak di aplikasi sama aja. Tolong perbaiki dong",2024-05-15 05:33:00
1,RamaGCV Channel,"Tolong diperbaiki tidak bisa mengisi kolom pekerjaan, dibagian tambah pengalaman pekerjaan.Aplikasi,Website lewat HP/Laptop tidak bisa terimakasih",2024-07-09 05:10:09
1,Arif Maulana,Aplikasi dan sistem blm siap ini. Lupa password no hilang tidak ada otp mau ganti no tlpon di tlpon pusat gak di angkat dan email gak ada balesan,2023-12-27 04:47:16
1,syaokani,"Apk yg sdh ada di AppStore, malah pindah ke web chroome. Makin tambah berat & lag. harus nya sdh ready di apk AppStore, bukan malah pindah ke web chroome.",2024-04-09 22:24:49
1,achmad rifan,"aplikasi saya tidak bisa selesaikan misi pelamaran untuk klaim JKP Aneh aplikasi cacat , kecewa dengan pelayanan bpjs juga yang berkolep dengan siap kerja cacat , udah di ikuti petunjuknya malah ndak bisa claim alasan nya cocok untuk tidak mendapatkan aneh padahal status belum kerja karna phk",2024-12-23 11:36:11
1,rifki fauzi,"Ga pernah daftar pas daftar no NIK sudah terdaftar , pas chat di no pengaduan ga pernah balas , di sosial media kamnaker ga pernah bls adimin pengaduannya males kerja banget saya sudah chat 1 bulan yang lalu sampai sekarang ga ada tanggapan",2023-06-27 10:51:33
1,Tri Utari,Kenapa pada saat daftar akun nomor nik tidak terdaftar. Pdhl nik sudah benar. Kalau gitu gmn mau bisa punya akun,2024-01-03 03:32:20
1,tedi,"Kenapa aplikasi buatan negara semuanya sampah, banyak bug, susah, apa tidak punya orang IT yang bener, apa negara ini sejelek itu?? Apa tidak mampu buat aplikasi yang berfungsi dengan bener. Kalian kerja cuma makan gaji buta,",2024-01-28 17:42:33
1,Zayn akbar,"Aplikasi pemerintah kok begini ya, mau lengkapi data aja susahnya minta ampun. Tolong dong di perbaiki lagi aplikasinya, biar programnya bisa di jalankan dengan baik.",2023-05-26 00:05:06
1,Abdul Rahmat,Hampir Setiap hari jumat error akun profil tidak muncul sehingga tidak dapat proses. Hari kejepit apa gimana jadi error!!,2024-07-12 06:35:11
1,syafrial usman,"Nama aplikasinya SIAP KERJA Tapi kata gue mah gak siap-siap amat nih yg bikin aplikasinya, baru download gak bisa dibuka dong, mental keluar lagi 😅",2024-05-16 09:51:58
1,Alfian Balyadi,"Aplikasi masih banyak yang bermasalah, sering eror, padahal pake wifi masih aja muter-muter, padahal buka YouTube lancar",2024-10-15 17:13:17
1,Gigih Ramadhani,"setiap mau apply lamaran selalu masuk ke website, lalu untuk apa ada apk ini kalo tiap apply harus login di via google",2024-03-14 04:46:28
1,Monalisa Sihotang,"Baru install apk nya tapi kok ga bisa daftar ya? Padahal semua data yang di masukkan benar Katanya error, entah eror dimana aku ga tau🙂",2023-03-17 02:20:01
1,Risa Oktavia,"jelek banget nih aplikasi, masa Scan Barcode aja kagak bisa , loading Mulu sampe kiamat kagak bisa di pake , apk sampah",2024-06-23 08:17:17
1,iman budiman,"Mau klaim ke 2 aja dipersulit, dengan keterangan sudah bekerja padahal belum kerja sama sekali. sudah pengaduan sana sini ga ada hasil payah 👎👎👎",2023-11-22 01:03:55
1,Ahmad Maulana,"Di apk atau di webnya sama saja, mau login email dan password sudah benar tapi masih saja salah. Dan password udah diganti masih salah lagi🤡",2024-04-26 05:45:08
1,Wahyudin 97,"klo belum siap dan hanya membuang2 waktu mending ga usah pake birokasi apk segala, untuk proses ya aja kadang stuck 2 jam an",2025-01-06 04:56:24
1,Tri Novitasari,"Tolong di perbaiki lagi min, saya baru mau memulai pakai aplikasi ini kenapa ga stay di aplikasi tapi berpindah ke web, kalau sudah ada kemajuan saya kasih bintang lebih",2024-05-29 23:56:29
1,Andi Fahrian,App susah diakses. Terutama di OTP dan pembaruan paswd.,2023-05-22 14:56:52
1,Noval Ahmad,Aplikasi nya masih terlalu banyak bug dan eror. Semoga diperbaiki sama yang mendevelop aplikasinya,2024-02-21 13:31:57
1,Yogi Ananda,Mohon maaf. Saya mendownload aplikasi ini untuk mempermudah akses. Kenapa dialihkan ke peramban kemudian menuju website nya lagi? Bukankah ini tidak efisien :),2024-03-05 08:20:52
1,yoseph purba,"Tidak bisa daftar. Muncul notif NIK sudah terdaftar. Padahal belum pernah mendaftar sebelumnya. Apakah sekarang cari kerja susah, harus ada ordal atau nepotisme?",2024-02-17 14:15:24
1,Fairy Fajriana,Saya mau memperivikasi akun saya dan sudah isi biodata malah muncul data tidak valid terus padahal datanya sudah pas,2023-06-10 01:57:52
1,Dian Ratnasari,Akun sudah sesuai.passowrd juga. Masih saja tidak bisa..kode otp g muncul2..errorrr...riberrrrrr,2023-10-30 11:01:09
1,Muhammad Palahudin,Saya mengikuti program JKP tp tidak bisa menyelesaikan misi padahal sudah melamar berbagai perusahaan tetap saja notifikasi nya menunjukan saya harus melamar pekerjaan. Misinya hanya 5 lamaran saya udah lebih 20 lamaran tetep aja ga mau ga cair dah hak saya,2025-01-10 11:47:40
1,Siti Fatimah,Tingkatkan bug Perbaiki yang kurang Karena menyangkut pelayanan publik Agar tidak mengecewakan karena aplikasi ini terhubung langsung dengan khalayak ramai/masyarakat Indonesia Salam sukses,2024-07-02 18:59:23
